joinfield,ward,model_leader,actual_leader,correct,precinct_mae,actual_margin,err_Paul Vallas,err_Brandon Johnson,err_Lori Lightfoot,err_Chuy García,err_Willie Wilson,err_Kam Buckner,err_Sophia King,err_Jamal Green,pct_black,pct_hispanic,pct_white,pct_asian,score_pp
CITY OF CHICAGO:Ward 08 Precinct 26,Ward 8,Lori Lightfoot,Lori Lightfoot,True,1.9227336006980196,20.937499999999996,-0.7929603990319389,-0.6044987708954896,-0.7592796598233365,-2.03449450991099,-5.897758374822171,0.79035388579034,2.7691328010043406,-1.7333904043055495,0.8925913369554221,0.0,0.0982832663677361,0.0,4.98
CITY OF CHICAGO:Ward 08 Precinct 27,Ward 8,Lori Lightfoot,Lori Lightfoot,True,3.028893941980189,15.384615384615383,-6.899095865047229,-6.229785120265974,3.4320052720780314,-1.5951307575461475,-0.531920701184474,1.1720293396163906,3.38009344022893,-0.991091039874336,0.8707313403179924,0.0019619000789782,0.0,0.0386331922933175,3.75
CITY OF CHICAGO:Ward 08 Precinct 28,Ward 8,Lori Lightfoot,Lori Lightfoot,True,2.7699504137357964,13.375796178343952,1.5247716664501518,1.744234257439767,-3.0774558265586114,-1.4570395682312183,-7.035351386754929,0.6088492050606865,3.070498809995165,-3.6414025893958444,0.8835945586520983,0.0656109484836139,0.0240773866875541,0.0,-4.43
CITY OF CHICAGO:Ward 08 Precinct 29,Ward 8,Lori Lightfoot,Lori Lightfoot,True,1.8022212066871497,30.82706766917293,-0.7712694634164817,-0.15771163262539578,-6.2223279316803275,-4.010025062656641,0.18760446210535353,0.2040386431874595,2.634558926264879,0.2302335315606585,0.9713334490921964,0.0,0.0,0.0,1.54
CITY OF CHICAGO:Ward 08 Precinct 30,Ward 8,Lori Lightfoot,Lori Lightfoot,True,3.0581706671384663,17.06666666666667,-7.258362881677037,-6.069452918308463,5.909368968070688,-2.1333333333333333,-0.4941842619567455,0.3578605733324733,2.189181329157217,-0.05362107127176996,0.9958778822176652,0.0033293895832209,0.0007927281991138,0.0,2.62
CITY OF CHICAGO:Ward 09 Precinct 01,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.0242598133962773,15.086206896551724,-1.76772423272335,-8.82172905411859,2.388069256885905,-2.3706896551724137,2.2985136055968134,0.5283591528852781,2.8421171241943184,-3.176876425593552,0.9432441072217678,0.0010093451534564,0.0115012806239467,0.0,-0.13
CITY OF CHICAGO:Ward 09 Precinct 02,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.7848245356769143,16.87116564417178,-7.136406999325945,3.0271812493038897,3.888242474043513,-3.511192782906513,-7.247767891877838,1.0040054128045828,3.088421290558273,-1.375378184594763,0.9108678642945224,0.0,0.0,0.0,1.71
CITY OF CHICAGO:Ward 09 Precinct 03,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.376912238085405,15.88235294117647,-3.4018952374883846,3.1582431337871504,2.57947516020971,-5.88235294117647,-1.8015895325057514,-0.1767404948601413,-0.1539399916311024,-1.8610614130245284,1.0,0.0,0.0,0.0,-0.69
CITY OF CHICAGO:Ward 09 Precinct 04,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.3327974460756824,19.71014492753623,-4.7615635642619285,-1.6260060230526925,2.0981088342036824,-3.1884057971014492,-3.4373021304357487,-0.06831199073577057,3.3998013944919734,-0.08287983432221299,1.0,0.0,0.0,0.0,2.19
CITY OF CHICAGO:Ward 09 Precinct 05,Ward 9,Lori Lightfoot,Lori Lightfoot,True,1.3688772140528038,20.396600566572236,-0.40479269803804924,-0.508781664362179,-2.321043183241145,-2.8967046112707098,-3.2296006041484278,0.2780507328694001,1.0660104073444203,-0.24603381114809975,0.8582296316621746,0.0248962983288412,0.1065006721996241,0.0103734696025486,1.26
CITY OF CHICAGO:Ward 09 Precinct 06,Ward 9,Lori Lightfoot,Lori Lightfoot,True,1.8199504469010885,20.12987012987013,-3.892479156898915,-4.117389936374619,-0.8082054507212888,-2.5164134803949074,0.08527419242012613,0.8281494686812906,2.2349304105055414,-0.07676147921202095,0.946136494781768,0.0063083099131533,0.0325122259953843,0.0116461297188653,0.57
CITY OF CHICAGO:Ward 09 Precinct 07,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.4351284665574107,17.58241758241758,-0.7537018063859604,2.3836664768100926,-3.929183467055697,-1.5384615384615385,-5.129261473963664,0.44615029003277107,3.214442905387011,-2.086159774362554,0.9843202273712446,0.0033983178403901,0.0070776840813941,0.0,-5.24
CITY OF CHICAGO:Ward 09 Precinct 08,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.679083398171228,3.3333333333333326,-2.064950978913788,-0.04999020262907716,5.589624852238045,-4.064132973076474,-11.700549523890894,1.3210201951677478,3.67424082928172,-0.9681576301720716,0.9547505863208074,0.0346830086364843,0.0055964443831971,0.0002893200464235,-3.88
CITY OF CHICAGO:Ward 09 Precinct 09,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.3578355155892954,2.120141342756182,0.2676954296078504,3.6853866069843253,0.8338051738177865,-4.186121939773118,-13.357506555798523,1.6932476221092798,2.8197595138405522,-0.01916128278292989,0.9567855810386566,0.0172156474441184,0.0113130840723107,0.0034431619668878,-1.62
CITY OF CHICAGO:Ward 09 Precinct 10,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.2227507795198522,19.672131147540988,-7.186100066125426,-2.8417681035453777,-0.27830717558718354,-2.0902370774216266,-0.6260384113971756,0.8350841180215689,2.5124200393135108,1.412051244746948,0.9525458212062232,0.0080871692416535,0.0217265448675471,0.0016174104025033,-1.49
CITY OF CHICAGO:Ward 09 Precinct 11,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.1777313524152953,15.625,2.208786841839134,-0.6553244028015354,-5.103696402733238,-0.5182562289929367,-10.565096091130869,1.6303717200644898,2.4097170446223433,2.3306020871378172,0.910686918394052,0.0692963289812592,0.0012477637358931,0.0,-2.14
CITY OF CHICAGO:Ward 09 Precinct 12,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.268406169831876,25.919117647058826,-7.171230761533506,-2.877555283065619,-1.1389216674199731,-2.0173646833058,1.3031184314182764,1.1600072841632707,2.353297735351918,0.12575351239664176,0.9493997228453372,0.0412798334337587,0.0,0.0,0.23
CITY OF CHICAGO:Ward 09 Precinct 13,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.558526354853815,22.5,-8.174733420058617,-1.9371545166371629,0.2193176900667615,-4.253665198716869,0.381500923017844,0.9585368690339701,1.8969201305566663,2.6463820907426268,0.985817909306187,0.0141820906938129,0.0,0.0,1.89
CITY OF CHICAGO:Ward 09 Precinct 14,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.969126312763492,16.929133858267715,-5.318570498208041,0.5412329488751227,3.3023330024340716,-3.817809492917732,-4.917613247178395,0.4204056085781657,3.4810859751692105,-1.9539597287472017,0.8536318951392682,0.054614964500273,0.0212998361551065,0.0,1.72
CITY OF CHICAGO:Ward 09 Precinct 15,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.5948304918548803,18.617021276595747,-5.890919573069072,-1.0478527516486786,1.917451930912828,-3.723404255319149,-3.545113713817166,1.2474084109909593,1.2992956586329256,2.087197640448263,0.9989116664129362,0.0010883335870638,0.0,0.0,-0.36
CITY OF CHICAGO:Ward 09 Precinct 16,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.15223105502914,20.28985507246377,-9.284582323666585,1.2719990243210633,5.10098641271296,-3.6165053408089918,-2.141975022097778,-0.3313282805174508,2.1044910670851493,-1.3659809690231421,0.9618289832113724,0.0309212101691047,0.0,0.0,3.13
CITY OF CHICAGO:Ward 09 Precinct 17,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.5506820747211756,14.285714285714285,-2.1284175155260057,4.577417811182119,-2.5819518565998347,-4.285714285714286,-4.925096211094529,0.8526758651260059,0.06670870806662899,0.9874743444599987,0.9903172835138134,0.0095590935864852,0.0001237126766799,0.0,-8.33
CITY OF CHICAGO:Ward 09 Precinct 18,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.5167533274383125,8.48708487084871,0.7669040526087814,5.6521518132180635,-0.9660729538935486,-4.249027748283784,-11.172796798288248,1.1492587187168395,2.367251009212178,-1.8105635252850556,0.8995226357062535,0.0120115820478738,0.006797414338802,0.0,-5.98
CITY OF CHICAGO:Ward 09 Precinct 19,Ward 9,Lori Lightfoot,Lori Lightfoot,True,5.8045918063329704,6.349206349206349,-1.8769294561688534,9.321145231532094,-4.565477471486462,6.902327083163401,-14.197982504473664,0.6622466265593118,2.2012005680796918,-6.709425509200284,0.5648756008199352,0.3767622175534045,0.0080285979599355,0.0,-0.84
CITY OF CHICAGO:Ward 09 Precinct 20,Ward 9,Paul Vallas,Paul Vallas,True,2.015785086636784,6.526315789473683,2.8005242592116177,-0.29871277597689205,-3.348589560322632,-3.79053492326967,-2.3845671376368034,0.4994051070942879,0.841661695120488,-2.1622852344618817,0.3183702991218337,0.222754804208551,0.4260185630488539,0.0027844350526068,-0.28
CITY OF CHICAGO:Ward 09 Precinct 21,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.40933622849063,21.48148148148148,-0.7621661905693272,1.1332824957986292,-7.529841800666376,1.031486495030233,-4.7480766799494365,1.227472794638543,2.113655412497729,-0.7287079587747713,0.8447801239517281,0.110516637908916,0.0005580300810111,0.0,-2.39
CITY OF CHICAGO:Ward 09 Precinct 22,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.506086928269828,7.371794871794873,-1.8662814032288644,1.4566249519420107,1.2512055179804804,-1.767516374589015,-8.882021818927447,0.2522396588904579,2.932829868268969,-1.6399758323313787,0.9176630397963068,0.0677010871449434,0.0126297138292576,0.0,-6.61
CITY OF CHICAGO:Ward 09 Precinct 23,Ward 9,Lori Lightfoot,Lori Lightfoot,True,3.8337548701913535,26.49572649572649,-0.1723579108217299,4.152598784486631,-13.757643884422139,2.5643412813084363,-5.332603101032293,1.2837499330115827,3.202881765961383,-0.20386230048663329,0.8531770912253452,0.1468229087746549,0.0,0.0,-2.74
CITY OF CHICAGO:Ward 09 Precinct 24,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.3930033561400874,14.32225063938619,-2.9021643378206523,2.702517480745893,0.22463651322702227,-4.603580562659847,-5.428060273770857,0.06462122546886107,2.81024940457764,-0.40819705084992675,0.963773983208308,0.0,0.0150190302408598,0.0,-3.87
CITY OF CHICAGO:Ward 09 Precinct 25,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.1886200291274047,20.97902097902098,-5.18884236384188,0.8565328818373547,-0.8322450751026167,-2.097902097902098,-4.612393852056798,0.8953738992747907,2.871961153262271,0.15370890974142487,0.9762754130002028,0.0121068975218207,0.0042330072539893,0.0,-1.94
CITY OF CHICAGO:Ward 09 Precinct 26,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.580067385869457,21.37767220902613,-7.875521507822414,-0.04681309375482445,3.1425163286774027,-1.884085348351834,-4.304444341959796,-0.06600805035874985,3.0463054988030156,-0.27484491722762283,0.9737026137552756,0.024626982964084,0.0,0.0,3.67
CITY OF CHICAGO:Ward 09 Precinct 27,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.1017126015747265,25.225225225225223,0.3836756122137422,-3.000634796403856,-6.924415472589985,-1.3107583482390015,-1.3024895050634728,0.7159743937234792,2.5501725883808786,0.6255800959833961,0.9381248813750012,0.0085742029397768,0.0,0.0,-3.19
CITY OF CHICAGO:Ward 09 Precinct 28,Ward 9,Lori Lightfoot,Lori Lightfoot,True,4.649049056511572,9.444444444444445,-8.88888888888889,1.0428106372951635,9.324472193339844,-1.1679394454282324,-10.18535615505628,1.5914153495139902,2.5605669796894786,-2.4309428028807027,0.9502882089303551,0.0352691000516203,0.0029741539174441,0.0,0.67
CITY OF CHICAGO:Ward 09 Precinct 29,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.1497374893164074,20.913884007029875,-5.470521572147978,-1.5942325139834317,0.8678175896425555,-3.1944729926571873,-2.4711705944744367,0.6739654827236075,2.695729058769908,0.22999011013215276,0.956496488275722,0.0155252384412442,0.0,0.0,0.43
CITY OF CHICAGO:Ward 09 Precinct 30,Ward 9,Lori Lightfoot,Lori Lightfoot,True,2.1202364237350793,15.09433962264151,-4.483229478158222,-0.38652696525368346,-0.6086945298944046,-1.9269179372512102,-5.024416417918006,1.1620183778636828,3.187479601079239,-0.18260808246218438,0.9042805531023762,0.0463727730653408,0.0,0.0,-3.75
CITY OF CHICAGO:Ward 10 Precinct 01,Ward 10,Lori Lightfoot,Chuy García,False,5.3808741568232925,3.6231884057971007,-11.084849496969937,11.992825275698776,1.728780350680531,-11.21100815406397,-3.332822118004655,1.6585711452050602,2.01187213971141,-0.02626457425200096,0.5699406462292971,0.3954714211159721,0.0188706657124446,0.0043789192655519,8.38
CITY OF CHICAGO:Ward 10 Precinct 02,Ward 10,Chuy García,Chuy García,True,5.338269000781075,8.187134502923977,-14.644276175730791,13.681800180989018,2.5200329886455766,0.66466428899975,-7.654762060298685,-0.7158015170283974,0.3551308284925694,-2.4696839660638212,0.4211352202464951,0.5488950633673964,0.0260017066757277,0.0039680097103807,9.89
CITY OF CHICAGO:Ward 10 Precinct 03,Ward 10,Chuy García,Chuy García,True,7.77984300927652,6.9672131147541005,-23.770491803278688,15.54034136369481,8.08756313970681,3.2168412981332106,-6.691483446693114,0.4580175780252185,0.7027936405017778,-3.7712118041785256,0.4345743049725034,0.5380995767983408,0.0150703745216858,0.0104577384679849,11.46
CITY OF CHICAGO:Ward 10 Precinct 04,Ward 10,Lori Lightfoot,Lori Lightfoot,True,6.7030567479545935,5.787781350482316,-9.92135890942639,11.302906713746694,8.388549858620454,-10.226346039780406,-9.91275371920057,1.3454208854197716,1.6439018180340654,-0.8832160394084021,0.7141686628112578,0.2531552129910885,0.0215993552213307,0.005357996471857,4.7
CITY OF CHICAGO:Ward 10 Precinct 05,Ward 10,Chuy García,Chuy García,True,10.654654307787876,7.258064516129031,-36.29032258064516,22.078352200279856,-0.887058886379062,17.433007560305164,-5.64516129032258,1.7499189559564001,0.9868256309410101,-0.16658735747377582,0.0,0.9369543902623768,0.0586809066849329,0.0,18.62
CITY OF CHICAGO:Ward 10 Precinct 06,Ward 10,Chuy García,Chuy García,True,7.049064076785495,29.375,-18.75,13.387517749232389,-1.1006525985625806,12.15710146368288,-8.75,1.8543822658997198,0.3718729431226199,0.020985593783769997,0.0120736881896245,0.8871204031556369,0.0768031171643109,0.0,17.73
CITY OF CHICAGO:Ward 10 Precinct 07,Ward 10,Chuy García,Chuy García,True,7.004973966156509,8.21917808219178,-26.65056660161962,12.505619425747497,9.627543262720623,-0.13056899026511748,-4.446179998362214,1.454437597812674,0.5874525725279179,-0.63742328019642,0.1550669447290633,0.748509506449874,0.0939117863216348,0.0,7.35
CITY OF CHICAGO:Ward 10 Precinct 08,Ward 10,Chuy García,Chuy García,True,8.275803044469704,0.8695652173913049,-32.60077942108756,16.402569029414877,8.490885069008533,2.966099134405936,-3.6202982817852316,1.398815939232132,-0.020266057766912468,-0.7067114230564305,0.1783659430018836,0.6938444476533832,0.127760588309604,2.8970825725771903e-05,5.07
CITY OF CHICAGO:Ward 10 Precinct 09,Ward 10,Chuy García,Chuy García,True,6.9972163354415695,36.474164133738604,-20.060790273556233,22.41862453788502,2.96613852631857,0.7738989180173128,-6.990881458966565,0.916374945645135,0.94430826575627,-0.9067137573874552,0.015498412941595,0.9077593446786352,0.0717217744579945,0.0,23.39
CITY OF CHICAGO:Ward 10 Precinct 10,Ward 10,Chuy García,Chuy García,True,7.271057651999646,28.152492668621697,-24.04692082111437,19.1888177432614,0.43222266075627486,5.72798766173197,-6.451612903225806,1.0823587526734313,1.01887948518115,-0.2196611880527682,0.0325830714212119,0.8835835918697311,0.0745408648956152,0.0,15.86
CITY OF CHICAGO:Ward 10 Precinct 11,Ward 10,Chuy García,Chuy García,True,7.211614037674053,37.5,-24.264705882352942,16.01182768874064,8.11007386304585,-3.67797232790541,-2.2058823529411766,1.7922849563532701,0.98889919312067,0.64126603693247,0.0141629976788501,0.925340018939428,0.055120606721718,0.0,18.58
CITY OF CHICAGO:Ward 10 Precinct 12,Ward 10,Chuy García,Chuy García,True,8.450089573640193,16.231884057971012,-28.542092746186263,17.70745549592032,5.372668320056135,5.457664738303275,-8.115942028985506,1.458289315982202,0.7499221039541119,-0.19668183973374437,0.0331426813245704,0.8204161493811399,0.1449314860515047,0.0,14.26
CITY OF CHICAGO:Ward 10 Precinct 13,Ward 10,Chuy García,Chuy García,True,8.19372495874929,14.593301435406698,-28.23927288062864,15.980997542807348,3.2424389974961443,9.940692797135148,-7.177033492822966,-0.12272810464114443,0.5644726537953489,-0.28216320066757217,0.0071518319253312,0.8513104684080056,0.1376613055396006,0.0,13.66
CITY OF CHICAGO:Ward 10 Precinct 14,Ward 10,Chuy García,Chuy García,True,7.791256380944546,14.93848857644991,-28.632821100213896,14.111696473007934,1.8894170425316028,10.134393912733747,-5.623901581722319,1.0310130976454601,0.5572806399927724,0.34952719970862506,0.0015455790771954,0.8716285304220868,0.1218353391639011,0.0005856672030208,9.37
CITY OF CHICAGO:Ward 10 Precinct 15,Ward 10,Chuy García,Paul Vallas,False,6.108496699549264,11.618257261410792,-14.998197379308047,7.966406960443906,-1.864523383687615,11.752681463536396,-10.77155648528745,0.4630895828253011,0.7291403558173903,0.3223779854880004,0.0051221347489725,0.782060675084085,0.19632544737474,0.0018935902301598,-4.42
CITY OF CHICAGO:Ward 10 Precinct 16,Ward 10,Chuy García,Chuy García,True,8.653379861149904,3.157894736842104,-31.064008236513914,14.166799936166473,0.6918976491239598,14.551178998553866,-6.140350877192982,1.522856871779542,0.5700705490092858,-0.5198757708592165,0.0004410091562978,0.8562627060765797,0.1317188360162272,0.0103206146424094,6.96
CITY OF CHICAGO:Ward 10 Precinct 17,Ward 10,Chuy García,Paul Vallas,False,4.445962589095793,17.567567567567565,-19.027340769950747,7.008392504684875,3.863524976748277,-0.3659398143879389,-2.2354127778618214,1.5769288850229601,1.14112196336664,0.3490390207430839,0.0454467796126074,0.6857174772216016,0.2544841608096779,0.0143515823561129,-4.51
CITY OF CHICAGO:Ward 10 Precinct 18,Ward 10,Paul Vallas,Paul Vallas,True,2.0026180463103422,24.509803921568626,-4.1624812775889755,1.6239823675251093,-0.036460875875238274,-7.01331527688683,-0.6365014724645041,1.3316759785410548,1.2099708333578874,-0.006556288243137615,0.2905411852127355,0.4371258232641182,0.2700908702090949,0.002242169894237,-15.52
CITY OF CHICAGO:Ward 10 Precinct 19,Ward 10,Paul Vallas,Paul Vallas,True,4.158599249685263,29.34782608695652,8.041084113626606,-1.0293624580826173,-4.778490705641324,-14.671386840834444,2.821209516716157,0.8877185157419648,0.5421889743439422,0.49735287249504745,0.1811471757813273,0.3589130766317441,0.4318982334113633,0.0176151362918342,-19.38
CITY OF CHICAGO:Ward 10 Precinct 20,Ward 10,Paul Vallas,Paul Vallas,True,3.297989485393139,15.52511415525114,3.1920694639902383,4.82028992798578,-2.3575390082582803,-12.03058012897746,-1.09762939122486,0.1913571057137199,1.14339843806549,-1.55105241892928,0.0905335723694074,0.4078228567098964,0.4664378964467963,0.0146435515381505,-9.15
CITY OF CHICAGO:Ward 10 Precinct 21,Ward 10,Paul Vallas,Paul Vallas,True,1.8703265501111754,37.074829931972786,1.608669158392062,-4.521285016400737,-1.9462937262575273,-2.3536587832889393,-2.5049116803148337,1.4573788885197498,0.4942467960229425,0.0761683516926126,0.1127379583795215,0.521229832084508,0.3660322095359704,0.0,-16.88
CITY OF CHICAGO:Ward 10 Precinct 22,Ward 10,Paul Vallas,Paul Vallas,True,1.8862078242164984,36.12040133779265,1.9828254082051466,0.5245943948138626,-2.508361204013378,-2.5774363235710167,-5.132832362883368,1.2794746233679715,0.8320956203165929,-0.2520426565606512,0.0135809993991353,0.6333284790087883,0.3501995048763685,0.0008030601988077,-19.54
CITY OF CHICAGO:Ward 10 Precinct 23,Ward 10,Lori Lightfoot,Chuy García,False,8.210338937373724,13.953488372093023,-17.497004878233057,11.247019867780631,13.779109466803641,-16.684496386608778,-2.5606638251440645,1.6970918919229998,1.9866868069902326,-0.2306383755063847,0.6188607553440391,0.3560280450205824,0.0192026682507558,0.0,2.93
CITY OF CHICAGO:Ward 10 Precinct 24,Ward 10,Lori Lightfoot,Willie Wilson,False,8.347013261082797,9.790209790209792,-5.594405594405594,8.159782830510188,17.44217080238291,-4.183791611700805,-22.9060635518361,0.8108204089466408,2.8687658883266014,-4.81030540055354,0.9596940916997322,0.0260317043255715,0.0006059490791021,0.0,0.31
CITY OF CHICAGO:Ward 10 Precinct 25,Ward 10,Lori Lightfoot,Willie Wilson,False,6.52389287103258,7.428571428571429,-5.34169663379787,2.4769805640270177,16.11322138188882,-4.890744274804285,-18.575406420802267,0.9675577713743486,2.4063640508427455,-1.4191718707232877,0.9361878129202912,0.0371941453932378,0.0034922170902169,0.0,-4.02
CITY OF CHICAGO:Ward 11 Precinct 01,Ward 11,Paul Vallas,Paul Vallas,True,4.978899515776064,44.85596707818931,-4.097642269294155,-5.863599358915227,-3.6553192016554927,-7.570041430798849,16.070755057286913,-1.771156098931868,-0.4112200092078099,-0.39146270011819784,0.0249472843700918,0.0216040106635577,0.074622056191049,0.8704684422397748,-17.88
CITY OF CHICAGO:Ward 11 Precinct 02,Ward 11,Paul Vallas,Paul Vallas,True,6.925682984176203,42.74809160305343,8.751936801120163,-10.353485992986819,-10.090018691633869,-7.797747810605686,14.295692694736834,-0.2740926881035083,0.8102594350304758,-3.032229759192271,0.0458755900380787,0.0229377950190393,0.1605646770604477,0.7132775062984219,-23.39
CITY OF CHICAGO:Ward 11 Precinct 03,Ward 11,Paul Vallas,Paul Vallas,True,4.463487094875373,50.337381916329285,-3.78599838234035,-9.552203115856559,-0.45357414739701507,-6.627023517930275,13.195390583021894,-0.17494990766410684,0.8137147906622646,-1.1050423141305248,0.0149685653840324,0.0906956449692437,0.277800600736095,0.5828697857328525,-18.6
CITY OF CHICAGO:Ward 11 Precinct 04,Ward 11,Paul Vallas,Paul Vallas,True,3.858786399793038,30.238095238095237,2.099301552754712,-8.049106315387942,-0.5537130706811209,-9.98664383949088,8.922884692878098,-0.100765886458885,0.5681163477220057,-0.5897594929706585,0.0005250248031211,0.1790592626918376,0.2668057477912374,0.5363436497477007,-11.38
CITY OF CHICAGO:Ward 11 Precinct 05,Ward 11,Paul Vallas,Paul Vallas,True,2.9722695886109767,33.483146067415724,-8.012520150908164,-6.108924982462149,-1.61247622689092,0.4475858080345646,6.116654610153753,0.23031984604994574,0.400588556760618,0.8490865276277,0.0,0.2112358085091053,0.2562956457527399,0.4981801347731577,-6.7
CITY OF CHICAGO:Ward 11 Precinct 06,Ward 11,Paul Vallas,Paul Vallas,True,3.1145538090746583,29.021558872305143,-10.206119797528485,-0.23811890482390297,6.252350014027458,-3.694707448773904,1.718370710086442,0.6426515063673992,-0.526079769469406,-1.6380323215202663,0.0015926475682053,0.19655866343379,0.2546411044485992,0.5440326708198949,-3.09
CITY OF CHICAGO:Ward 11 Precinct 07,Ward 11,Paul Vallas,Paul Vallas,True,7.297778934561593,45.492662473794546,2.8783776563067853,-10.90146750524109,-7.883268101579784,-10.69182389937107,21.760640216785507,-0.08919950310049586,1.175042552634518,-3.002412041473497,0.0376350898338642,0.0041001111207472,0.1101723022631731,0.8096184735601167,-28.42
CITY OF CHICAGO:Ward 11 Precinct 08,Ward 11,Paul Vallas,Paul Vallas,True,6.103472430917311,57.793103448275865,-4.964592251646527,-8.21975847583464,-5.303679834849978,-8.290864406317635,20.091341983820765,0.4777047340311383,-0.19377393498608356,-1.2860638258517192,0.0377603195220314,0.086159378280136,0.1822325913977038,0.6475944437970534,-24.36
CITY OF CHICAGO:Ward 11 Precinct 09,Ward 11,Paul Vallas,Paul Vallas,True,5.583123995547698,58.68544600938967,-3.516892012566486,-10.485133020344287,-4.068857589984351,-7.511737089201878,18.047379464511646,0.5543849761520968,0.1261068118716237,-0.35450099974921057,0.0701006888785191,0.0535748553874944,0.2931773662390498,0.5586636815830968,-26.97
CITY OF CHICAGO:Ward 11 Precinct 10,Ward 11,Paul Vallas,Paul Vallas,True,5.255999444587691,63.46153846153847,0.9796751608029397,-4.487179487179487,-7.051282051282051,-5.769230769230769,18.96282890540793,0.3153052717509489,-0.016993180227651943,-4.465500730819747,0.0603338331758846,0.0847240130036124,0.4679076212503489,0.3587932532814646,-36.98
CITY OF CHICAGO:Ward 11 Precinct 11,Ward 11,Paul Vallas,Paul Vallas,True,5.890498969515315,45.3125,10.817397121457194,-3.82861642698384,-6.92355536347454,-10.00023496495301,7.582173466720571,-0.33246154651325,1.31758228406615,-6.32197058195397,0.0603337463549873,0.08472402712741,0.4679075120391865,0.3587932041393538,-26.35
CITY OF CHICAGO:Ward 11 Precinct 12,Ward 11,Paul Vallas,Paul Vallas,True,5.845276262713688,68.03652968036529,-3.813277759311895,-7.76255707762557,-3.65296803652968,-7.76255707762557,23.23189000603326,-0.015933827209650003,0.33274397290731994,0.19028234446656,0.0603336914033208,0.0847239683712187,0.4679074901700213,0.3587932448309047,-41.38
CITY OF CHICAGO:Ward 11 Precinct 13,Ward 11,Paul Vallas,Paul Vallas,True,5.585364467447912,53.47985347985348,5.0497256656495075,-12.087912087912088,-3.1135531135531136,-8.213718095939921,14.772107012787504,0.0977684591332911,-0.24633160495734513,-1.1017996996505215,0.0,0.203651671091877,0.3778090324572308,0.4185392964508921,-27.58
CITY OF CHICAGO:Ward 11 Precinct 14,Ward 11,Paul Vallas,Paul Vallas,True,2.781563673657245,35.77878103837472,0.5585054356640029,-11.595342000935705,-0.26767954882759154,-2.544185535733484,4.898393724171207,0.7892353886861542,1.0352771402902778,-0.5638906149495344,0.050483882636962,0.1935334760854278,0.4413492294179319,0.3087270862579743,-11.28
CITY OF CHICAGO:Ward 11 Precinct 15,Ward 11,Brandon Johnson,Brandon Johnson,True,8.484348693800595,1.763668430335097,-31.12829223001066,4.522350172623218,13.05092942699714,12.05971526950994,-4.761904761904762,1.1105617772857224,0.15535575482847186,-1.085680157244837,0.072534785522241,0.2643137358581545,0.4044591953733151,0.2138416237621087,20.74
CITY OF CHICAGO:Ward 11 Precinct 16,Ward 11,Brandon Johnson,Paul Vallas,False,5.461345990587322,6.03448275862069,-17.499310402602983,-3.8751111400781637,6.155405058431416,10.900488089478586,-3.1946936560844263,0.08343085998475629,0.8612169486371896,-1.121111769401053,0.0127954118249844,0.2476848325223517,0.4040952444841,0.3042042124182492,8.3
CITY OF CHICAGO:Ward 11 Precinct 17,Ward 11,Paul Vallas,Paul Vallas,True,4.576643270265095,37.92207792207792,-17.72787011001285,-4.4235459768648635,3.5740908333943042,2.821769288891296,5.999274494778086,1.3845873793477204,0.6009191229976407,0.08108895583400075,0.0692225297529249,0.3408466313418329,0.1522404607243913,0.4316333635633889,-7.24
CITY OF CHICAGO:Ward 11 Precinct 18,Ward 11,Chuy García,Paul Vallas,False,7.992656480363417,17.005545286506475,-32.46917745663176,12.535072342838665,12.386217768666526,0.9500966837611813,-3.058507863268791,1.38233481235052,0.8720613080194433,-0.2877836073704402,0.0,0.3815716620558552,0.0686421675450391,0.5497861703991057,7.5
CITY OF CHICAGO:Ward 11 Precinct 19,Ward 11,Chuy García,Paul Vallas,False,9.988143957807857,0.6097560975609762,-32.81871131992565,15.56365691394885,6.077803859539207,12.78980032290863,-9.75609756097561,1.8974378841742099,0.4930978765410144,-0.5085459244496913,0.0034386578566227,0.7111380026243604,0.121857231580178,0.1515678689504681,10.55
