joinfield,turnout_weight,demo_est_Paul Vallas,demo_est_Brandon Johnson,demo_est_Lori Lightfoot,demo_est_Chuy García,demo_est_Willie Wilson,demo_est_Kam Buckner,demo_est_Sophia King,demo_est_Jamal Green,pct_black,pct_hispanic,pct_white,pct_asian,total,final_est_Paul Vallas,final_est_Brandon Johnson,final_est_Lori Lightfoot,final_est_Chuy García,final_est_Willie Wilson,final_est_Kam Buckner,final_est_Sophia King,final_est_Jamal Green,win_prob_Paul Vallas,median_pct_Paul Vallas,median_votes_Paul Vallas,win_prob_Brandon Johnson,median_pct_Brandon Johnson,median_votes_Brandon Johnson,win_prob_Lori Lightfoot,median_pct_Lori Lightfoot,median_votes_Lori Lightfoot,win_prob_Chuy García,median_pct_Chuy García,median_votes_Chuy García,win_prob_Willie Wilson,median_pct_Willie Wilson,median_votes_Willie Wilson,win_prob_Kam Buckner,median_pct_Kam Buckner,median_votes_Kam Buckner,win_prob_Sophia King,median_pct_Sophia King,median_votes_Sophia King,win_prob_Jamal Green,median_pct_Jamal Green,median_votes_Jamal Green
CITY OF CHICAGO:Ward 01 Precinct 01,100.0,0.36862077182596825,0.18045257184326577,0.1404973005663359,0.13343355481647065,0.02519682307958567,0.008649144378107645,0.0006856430314850973,0.0,0.05017643968175367,0.18833851529081713,0.6626389417014856,0.05878241040133054,2143.8488,0.40056926641967067,0.19279187496108474,0.14615697349063508,0.13963306599800274,0.027243658864556403,0.019533958375441696,0.010422385117274346,0.006521260416396453,1.0,0.4112280374563332,41.12280374563332,0.0,0.19736398068657424,19.736398068657422,0.0,0.14974006907500892,14.974006907500891,0.0,0.14337368007359594,14.337368007359593,0.0,0.02773569558184834,2.773569558184834,0.0,0.019577688895068873,1.9577688895068872,0.0,0.010614745777872331,1.0614745777872332,0.0,0.007222547447211992,0.7222547447211992
CITY OF CHICAGO:Ward 01 Precinct 02,100.0,0.35250982161073485,0.17895610822751748,0.13922769750147027,0.15061796434486782,0.027003804389509237,0.00825083425855148,0.0009695792085679382,0.0,0.043268389755754415,0.2246463322753003,0.6176425601858555,0.06958298056212162,2256.8924,0.3826783599812362,0.1910643797401649,0.14476368196131428,0.15852945927743262,0.029004850968324128,0.019281817199649345,0.010857355093957088,0.006692539420983575,0.99984,0.39257486627779165,39.257486627779166,0.00014,0.19559306974669632,19.55930697466963,0.0,0.14824249140443718,14.824249140443719,2e-05,0.16263055918466204,16.263055918466204,0.0,0.029667279676806088,2.9667279676806086,0.0,0.020088700296186784,2.0088700296186786,0.0,0.011819126055035701,1.18191260550357,0.0,0.007335937671081632,0.7335937671081632
CITY OF CHICAGO:Ward 01 Precinct 03,100.0,0.3176447961877396,0.17491178595777707,0.13078527118496092,0.2076142977815197,0.018354007537347446,0.007392275595744738,0.0008333752961296342,0.0,0.02576027245248859,0.344256881742744,0.5278031182437996,0.06570555626949937,2080.7738,0.3448707111047198,0.18684896659053726,0.1357517219468404,0.22097459087428536,0.019700785532123247,0.018049218584462418,0.010337028262991106,0.00633942074710267,0.9902,0.35227397920053793,35.2273979200538,0.00106,0.1910808849568516,19.10808849568516,0.0,0.13866149094772395,13.866149094772396,0.00874,0.2256581241457462,22.56581241457462,0.0,0.020470067394044084,2.0470067394044085,0.0,0.01877145656239209,1.877145656239209,0.0,0.010804527253803691,1.080452725380369,0.0,0.006171224781109496,0.6171224781109496
CITY OF CHICAGO:Ward 01 Precinct 04,100.0,0.3032191256422112,0.17650042084252263,0.12908801511614407,0.21297860481544761,0.027166151126794554,0.008290625289099653,0.00029286670899968494,0.0,0.046914794918564234,0.3686836827210315,0.4767157546197398,0.06427356336644444,2293.3597,0.328577963088362,0.18839593996513976,0.1341344777223613,0.22728043014528757,0.0290177306188064,0.018995488045573352,0.009935238923395855,0.0065351751341362445,0.97108,0.3370629943668779,33.70629943668779,0.0027,0.19277096048550885,19.277096048550884,0.0001,0.1377452774422333,13.774527744223331,0.02612,0.23268341962083144,23.268341962083145,0.0,0.030205535228383193,3.0205535228383193,0.0,0.019455518045937766,1.9455518045937765,0.0,0.009868498934141365,0.9868498934141365,0.0,0.006994058561472291,0.699405856147229
CITY OF CHICAGO:Ward 01 Precinct 05,100.0,0.32936572073618126,0.1838838211567076,0.1355592403964665,0.1775648916467791,0.021151048009082442,0.00895173890816945,0.0010593486878327342,0.0,0.024369119661227595,0.2458323657036858,0.5638384155438353,0.08760553586635246,2231.3978,0.3570881094414505,0.19549400936662384,0.14074680547784393,0.18669368564739489,0.023192555752965707,0.020671440048973536,0.011613680548590511,0.007372157359219311,0.99804,0.3664981920929407,36.64981920929407,0.00104,0.2001196730306068,20.01196730306068,6e-05,0.1440390195693946,14.40390195693946,0.00086,0.1911371229031722,19.11371229031722,0.0,0.023847959013919572,2.384795901391957,0.0,0.021521240173131576,2.1521240173131577,0.0,0.01203019220344358,1.203019220344358,0.0,0.007446908295352132,0.7446908295352132
CITY OF CHICAGO:Ward 01 Precinct 06,100.0,0.32167484302775906,0.17533799027353505,0.14048167813124535,0.16861094446803637,0.04273567742177282,0.007038737028021314,0.0016559391908491405,0.0,0.14760528437922962,0.3122971921329315,0.5172709695612552,0.0020683123581122166,1986.2087,0.3493736472882082,0.18835793353589111,0.1463532708670068,0.17955748972273036,0.04613844989039982,0.016698406613779665,0.010530507654720713,0.005862738070325557,0.99834,0.3591534307493641,35.91534307493641,0.00114,0.19344088879233706,19.344088879233706,4e-05,0.15012278107349603,15.012278107349603,0.00048,0.18433816623048638,18.43381662304864,0.0,0.04740551316724035,4.740551316724035,0.0,0.01702247385056596,1.7022473850565962,0.0,0.010896099167674169,1.089609916767417,0.0,0.005873874043987811,0.5873874043987811
CITY OF CHICAGO:Ward 01 Precinct 07,100.0,0.32397853218452566,0.18137356976467628,0.14290366004583765,0.15821680841336677,0.04016083480798931,0.008221318725294,0.0026810855995293586,0.0,0.11716633366475258,0.24511180036626104,0.5269110798722764,0.04021953858982804,2843.327,0.3509938727654442,0.19370143996320083,0.14867140189676187,0.16654216016810175,0.043776713259656444,0.019249287250968826,0.012834615115998798,0.007102953222929406,0.99844,0.3615903416369095,36.15903416369095,0.0013,0.19920595886025494,19.920595886025495,0.00014,0.15309518879804973,15.309518879804973,0.00012,0.171327991019942,17.132799101994202,0.0,0.045048722500776586,4.504872250077659,0.0,0.01988138146188674,1.988138146188674,0.0,0.013297508318560119,1.3297508318560118,0.0,0.0070611501057511955,0.7061150105751196
CITY OF CHICAGO:Ward 01 Precinct 08,100.0,0.371332756118304,0.18669318255416387,0.13614045515303919,0.1297685551101749,0.02232961574542628,0.009879878078447202,0.0013913667816635219,0.0,0.061240881025392005,0.1601111672336075,0.7095671983989835,0.043281811715792956,2058.5922,0.4053244945439065,0.19937665829975107,0.14196949243158127,0.13452445193232596,0.02437143669650045,0.020398082100268614,0.010766195630889822,0.006141632007838429,0.99996,0.4157834165289005,41.578341652890046,4e-05,0.20428221528227827,20.428221528227827,0.0,0.14516077029836386,14.516077029836385,0.0,0.13754205473881115,13.754205473881115,0.0,0.02505322842254247,2.505322842254247,0.0,0.021042597021831137,2.1042597021831138,0.0,0.010734956123418064,1.0734956123418065,0.0,0.006212329100595805,0.6212329100595805
CITY OF CHICAGO:Ward 01 Precinct 09,100.0,0.29822979980302494,0.17539332133724528,0.13052471855619488,0.21718458904714508,0.02799842449448657,0.007074891251662014,0.0011300650514604624,0.0,0.05724593978106383,0.3927746588062253,0.40642412506543313,0.03884424925730224,1632.3935,0.32087108532022646,0.18708073642579845,0.1348625869805411,0.23267038872211845,0.030375917908154186,0.018358187366952973,0.01141799543945822,0.007235545479812519,0.95296,0.3295943837398644,32.95943837398644,0.00254,0.19160602518620357,19.160602518620358,0.00014,0.13850852501971345,13.850852501971344,0.04436,0.23869009280468195,23.869009280468195,0.0,0.03129875259904823,3.1298752599048227,0.0,0.01881097832327527,1.881097832327527,0.0,0.01175399803247289,1.175399803247289,0.0,0.007503752041402722,0.7503752041402723
CITY OF CHICAGO:Ward 01 Precinct 10,100.0,0.3209500531722078,0.17630735152550148,0.13155945092079116,0.1953068952966614,0.024641415464914225,0.007530372836039303,0.0012402703251037314,0.0,0.04754146391421182,0.32983561619065416,0.5329246324457648,0.05460743738597673,2532.8711,0.34848417557616257,0.18843871654660216,0.1367059908130825,0.20785814742565667,0.026375362115132188,0.018052028428242203,0.010669933729729748,0.00628808900845421,0.9953,0.35716841171033026,35.716841171033025,0.00112,0.19246698895850733,19.246698895850734,0.0,0.14017336460666915,14.017336460666915,0.00358,0.21248709206635327,21.248709206635326,0.0,0.02735338263888837,2.7353382638888366,0.0,0.01852825369346872,1.8528253693468721,0.0,0.01079244747804517,1.079244747804517,0.0,0.006816692847200626,0.6816692847200626
