joinfield,turnout_weight,demo_est_Paul Vallas,demo_est_Brandon Johnson,demo_est_Lori Lightfoot,demo_est_Chuy García,demo_est_Willie Wilson,demo_est_Kam Buckner,demo_est_Sophia King,pct_black,pct_hispanic,pct_white,pct_asian,total,final_est_Paul Vallas,final_est_Brandon Johnson,final_est_Lori Lightfoot,final_est_Chuy García,final_est_Willie Wilson,final_est_Kam Buckner,final_est_Sophia King,win_prob_Paul Vallas,median_pct_Paul Vallas,median_votes_Paul Vallas,win_prob_Brandon Johnson,median_pct_Brandon Johnson,median_votes_Brandon Johnson,win_prob_Lori Lightfoot,median_pct_Lori Lightfoot,median_votes_Lori Lightfoot,win_prob_Chuy García,median_pct_Chuy García,median_votes_Chuy García,win_prob_Willie Wilson,median_pct_Willie Wilson,median_votes_Willie Wilson,win_prob_Kam Buckner,median_pct_Kam Buckner,median_votes_Kam Buckner,win_prob_Sophia King,median_pct_Sophia King,median_votes_Sophia King
CITY OF CHICAGO:Ward 01 Precinct 01,100.0,0.2371090798155134,0.0665685379012455,0.06041948045310422,0.29601007455329864,0.0616611931336135,0.03135097483030702,0.0220642172173108,0.05017643968175367,0.18833851529081713,0.6626389417014856,0.05878241040133054,2143.8488,0.28442150821961015,0.08699644538584819,0.06506344039718137,0.3486959416059529,0.0648978379003515,0.05052236386973513,0.03803774490234091,0.11324,0.3019699038113026,30.196990381130263,0.0,0.09190168883721414,9.190168883721414,0.0,0.06889848188444442,6.889848188444442,0.88676,0.3694889998295061,36.948899982950614,0.0,0.06884156130111915,6.884156130111915,0.0,0.05343213351922872,5.343213351922873,0.0,0.040315687005972385,4.031568700597239
CITY OF CHICAGO:Ward 01 Precinct 02,100.0,0.22753072864411214,0.06290459526280806,0.05399215191088286,0.3161693927235688,0.06451640243865142,0.029135043477681966,0.020935243446688064,0.043268389755754415,0.2246463322753003,0.6176425601858555,0.06958298056212162,2256.8924,0.27310809437430056,0.08319940924534315,0.057714624739190715,0.3712125733779665,0.06844392744195159,0.048108925885379655,0.03684772721688817,0.03052,0.28945546300706626,28.945546300706624,0.0,0.08801646716085748,8.801646716085749,0.0,0.06052588735721913,6.052588735721913,0.96948,0.3933099605011458,39.33099605011458,0.0,0.07248272298319199,7.248272298319199,0.0,0.05080138176540663,5.080138176540663,0.0,0.03940014999667441,3.9400149996674414
CITY OF CHICAGO:Ward 01 Precinct 03,100.0,0.20412348985052534,0.0727460876958769,0.029772208370053344,0.36416773062002433,0.0607420899327476,0.0241681869793794,0.0194637644557863,0.02576027245248859,0.344256881742744,0.5278031182437996,0.06570555626949937,2080.7738,0.24641276338567972,0.09202345959901273,0.02976976438648011,0.42868333970576233,0.06594277331557793,0.041662489637513136,0.03414069225099432,0.00026,0.2595691097887071,25.956910978870713,0.0,0.09651556319016727,9.651556319016727,0.0,0.03135200091794309,3.135200091794309,0.99974,0.451854736552126,45.1854736552126,0.0,0.06951360444324685,6.951360444324685,0.0,0.044461302703638086,4.446130270363809,0.0,0.03604586897124517,3.6045868971245167
CITY OF CHICAGO:Ward 01 Precinct 04,100.0,0.1953360182313467,0.052049219821243484,0.034334656060231755,0.3820491139873251,0.07337252614413614,0.021120175833027194,0.016921847827082896,0.046914794918564234,0.3686836827210315,0.4767157546197398,0.06427356336644444,2293.3597,0.23569658279748337,0.07090490063420254,0.035069398108218935,0.4472269317173588,0.07999671183171406,0.038275800731872624,0.031464956460170015,0.0,0.24838823238198554,24.838823238198554,0.0,0.07510384907332472,7.510384907332472,0.0,0.0369399054983259,3.6939905498325905,1.0,0.4715518712025819,47.15518712025819,0.0,0.08391775188155337,8.391775188155338,0.0,0.040512137167581966,4.0512137167581965,0.0,0.03361870001444306,3.3618700014443057
CITY OF CHICAGO:Ward 01 Precinct 05,100.0,0.2092699886740805,0.09259034666432114,0.03753000214241946,0.334237461371289,0.05248317766707339,0.028628987079145306,0.02044359430606422,0.024369119661227595,0.2458323657036858,0.5638384155438353,0.08760553586635246,2231.3978,0.25290299618401324,0.11342557126345107,0.04024078958009082,0.3899178442630593,0.05683420767333096,0.048208405307772054,0.03710546800930259,0.00474,0.26707968738524734,26.707968738524734,0.0,0.11988606671238783,11.988606671238783,0.0,0.0427113939728223,4.27113939728223,0.99526,0.4119790344215005,41.19790344215005,0.0,0.06020136706225453,6.020136706225452,0.0,0.051556870559867754,5.155687055986776,0.0,0.03900258325511451,3.900258325511451
CITY OF CHICAGO:Ward 01 Precinct 06,100.0,0.21062258033949113,0.03126580602524483,0.0771165520178519,0.3252780791380078,0.09205085953262607,0.020196090664085512,0.018653590187086004,0.14760528437922962,0.3122971921329315,0.5172709695612552,0.0020683123581122166,1986.2087,0.2522477776045484,0.0486125882018129,0.08347013461822457,0.38553991249495706,0.10049663646432143,0.03617554860870906,0.03209268428844684,0.00556,0.2665761428747627,26.65761428747627,0.0,0.05104913632462427,5.104913632462427,0.0,0.08805632159000823,8.805632159000822,0.99444,0.40713640047300237,40.71364004730024,0.0,0.1061402037220677,10.61402037220677,0.0,0.03799787055671951,3.799787055671951,0.0,0.03388767285391894,3.388767285391894
CITY OF CHICAGO:Ward 01 Precinct 07,100.0,0.21068283365175425,0.05592068059145211,0.06992008630740885,0.31577176952611147,0.07681763291225442,0.025358749572721072,0.020711805342690827,0.11716633366475258,0.24511180036626104,0.5269110798722764,0.04021953858982804,2843.327,0.2527750505383237,0.07518105883561196,0.07697229683504578,0.36958262213620796,0.08409630185626957,0.04364745438362553,0.036380497695935564,0.01356,0.26778499084914364,26.778499084914365,0.0,0.07982951578871748,7.982951578871749,0.0,0.0811043428766689,8.110434287666891,0.98644,0.39141930485394955,39.14193048539495,0.0,0.08907235373783767,8.907235373783767,0.0,0.04617410691534025,4.617410691534025,0.0,0.038611711127847836,3.861171112784784
CITY OF CHICAGO:Ward 01 Precinct 08,100.0,0.2306230401742859,0.0917461775753568,0.04594917117236812,0.29830715626738397,0.04807306007790117,0.03572831128839351,0.02475664134870364,0.061240881025392005,0.1601111672336075,0.7095671983989835,0.043281811715792956,2058.5922,0.279784362733217,0.11203273389488291,0.05146520621384737,0.3494378335790278,0.05070125144490402,0.05476259962212768,0.04045129479301329,0.09428,0.29675971831325576,29.675971831325576,0.0,0.11791482449258034,11.791482449258034,0.0,0.05477807974284066,5.477807974284065,0.90572,0.37003304100257794,37.00330410025779,0.0,0.05342087194027534,5.342087194027534,0.0,0.05769306308216952,5.769306308216952,0.0,0.04303542759221525,4.303542759221525
CITY OF CHICAGO:Ward 01 Precinct 09,100.0,0.19392314419893125,0.01856359817917455,0.042430234053094734,0.38670264594558584,0.09285378380755052,0.021668611121352477,0.019041540598703655,0.05724593978106383,0.3927746588062253,0.40642412506543313,0.03884424925730224,1632.3935,0.23196336580433774,0.037631295442204574,0.04284789164710409,0.4521849164387584,0.10063805069695698,0.03918560047025592,0.034184161781402364,0.0,0.24408041506478118,24.408041506478117,0.0,0.040180642271229805,4.018064227122981,0.0,0.04526779511683338,4.526779511683339,1.0,0.4761772577087108,47.617725770871075,0.0,0.1059747410884567,10.59747410884567,0.0,0.04145787422582718,4.1457874225827185,0.0,0.035926486974962916,3.5926486974962915
CITY OF CHICAGO:Ward 01 Precinct 10,100.0,0.2052566841523071,0.05439951946263166,0.03618972069568015,0.3645334833242832,0.06922700470240507,0.025620678514708374,0.019956467052377407,0.04754146391421182,0.32983561619065416,0.5329246324457648,0.05460743738597673,2532.8711,0.24769237311101294,0.07344012046511966,0.03749229361815883,0.4276475349851656,0.07485692484554551,0.042980523121541735,0.034525512134475675,0.0003,0.26171136868043576,26.171136868043575,0.0,0.07739150948233552,7.739150948233552,0.0,0.03963268185815855,3.9632681858158545,0.9997,0.4512756879229189,45.12756879229189,0.0,0.07914168768401197,7.914168768401197,0.0,0.04556800976450609,4.556800976450609,0.0,0.03637704883973613,3.637704883973613
CITY OF CHICAGO:Ward 01 Precinct 11,100.0,0.21352788631672584,0.08767332687975767,0.046846004093534746,0.327293158602004,0.05663236292521401,0.024019068871677776,0.01919175021547917,0.06730941127080987,0.26685576342833045,0.5822825744425842,0.04362312180956836,2690.0161,0.25779510968710423,0.1070311054129293,0.05042253420948651,0.38544986306419915,0.06178732613393821,0.04194228199316705,0.0342070617801958,0.00746,0.2724338816247432,27.243388162474318,0.0,0.11336143155530382,11.336143155530381,0.0,0.053129382201969416,5.3129382201969415,0.99254,0.40756899661879825,40.75689966187983,0.0,0.06541489653836438,6.541489653836438,0.0,0.044707179631712335,4.470717963171234,0.0,0.03620031529670958,3.6200315296709578
CITY OF CHICAGO:Ward 01 Precinct 12,100.0,0.23081112333021084,0.12618771550038846,0.07103766458249723,0.25482181547640087,0.044267094256860706,0.027111801110163092,0.020946343647872064,0.06897546310949022,0.13426301470773916,0.656855553235561,0.10239975137635658,1136.4969,0.27759987137928177,0.1471186155871444,0.0790717772454459,0.30146056643418045,0.04822284017763702,0.04722320097246499,0.03793841048486572,0.32318,0.29396967985815126,29.396967985815124,2e-05,0.15568731288541549,15.56873128854155,0.0,0.08375617896237968,8.375617896237967,0.6768,0.3192595792275825,31.92595792275825,0.0,0.05080704891468047,5.080704891468047,0.0,0.05024098942093921,5.024098942093921,0.0,0.04013915891971785,4.013915891971785
CITY OF CHICAGO:Ward 01 Precinct 13,100.0,0.2347387156551167,0.1527147224316894,0.05047293009947848,0.2566019318989789,0.030457334804045236,0.029491722990329955,0.020706200024754505,0.027799271961562656,0.13161379097455586,0.7306618838184052,0.0819829435325781,1451.297,0.2845958541007268,0.17398371386348938,0.055560637405061036,0.30563601821413566,0.03194870676490115,0.04957797015384249,0.03733238177886367,0.3403,0.2999792549085454,29.997925490854538,0.0003,0.1837080750609429,18.370807506094287,0.0,0.05857057295545924,5.857057295545924,0.6594,0.32253948729748955,32.253948729748956,0.0,0.03376752184923305,3.376752184923305,0.0,0.05245195774054762,5.2451957740547615,0.0,0.039694779672295774,3.9694779672295772
CITY OF CHICAGO:Ward 01 Precinct 14,100.0,0.23399363097916212,0.09538634461268632,0.07945866912416691,0.26120726148165463,0.056868055782614266,0.028664139571228618,0.019605456352879982,0.10300737609119885,0.13652921068866164,0.65907619654343,0.043935526250168264,1826.6721,0.28109993734413957,0.11572967662824926,0.08815163097017906,0.30799008221114493,0.06138501936185141,0.048206155426731526,0.0360727803387241,0.30318,0.29780390229363385,29.780390229363384,0.0,0.12259791165338084,12.259791165338084,0.0,0.09320701480955021,9.320701480955021,0.69682,0.3264592371070072,32.64592371070072,0.0,0.06505243755293058,6.505243755293058,0.0,0.05094567939207749,5.0945679392077485,0.0,0.038456049434265435,3.8456049434265434
CITY OF CHICAGO:Ward 01 Precinct 15,100.0,0.23418189668828956,0.08890580376285423,0.05231952987099556,0.2987002386531618,0.05049523749515668,0.029528728502151835,0.021052122931783337,0.05154508858656792,0.16447394493940018,0.6932514812007323,0.06110777962460239,2381.9864,0.28263897337981353,0.10943583275884941,0.0576042045390929,0.34982001246875827,0.0532333619341723,0.04883799477829817,0.03706490242203548,0.10266,0.299378743521603,29.9378743521603,0.0,0.11581117113517858,11.581117113517859,0.0,0.06105504994050621,6.105504994050621,0.89734,0.36998421910349766,36.99842191034976,0.0,0.05647678319091659,5.647678319091659,0.0,0.051617951069527226,5.161795106952723,0.0,0.03943772625984749,3.943772625984749
CITY OF CHICAGO:Ward 01 Precinct 16,100.0,0.22512192113750276,0.08010963710115226,0.03746403496833145,0.3281647150267622,0.052587889075805694,0.0292150342606738,0.022520326334165026,0.030146723991877525,0.22704360970576648,0.6376999969116848,0.034707854704923914,2412.3185,0.2717347665607388,0.10064219703112276,0.03952317425564119,0.38441979868507475,0.05558188323209465,0.04829619305898862,0.03843726945735948,0.01554,0.2874386843834152,28.74386843834152,0.0,0.1063807612038113,10.63807612038113,0.0,0.04146197247579017,4.146197247579017,0.98446,0.40630182584067964,40.63018258406797,0.0,0.05856206721459254,5.856206721459254,0.0,0.05120528998676797,5.120528998676797,0.0,0.041005563884545626,4.100556388454563
CITY OF CHICAGO:Ward 01 Precinct 17,100.0,0.2516995770044663,0.11757475359278677,0.05779473564766775,0.25658295852387064,0.03764582229231765,0.032655378797369815,0.02123033204591427,0.04652610632181454,0.0846687303715181,0.7968713091882291,0.04235887004102484,1346.6719,0.3043826137951423,0.1388430182562058,0.0640947020966296,0.30265371027505167,0.038148325544789606,0.0528014519566084,0.03771146035659286,0.51438,0.3222712894063874,32.227128940638735,0.0,0.14660387109147438,14.660387109147438,0.0,0.06780019382114252,6.7800193821142525,0.48562,0.3199577014305156,31.995770143051562,0.0,0.040265162606353155,4.026516260635315,0.0,0.05605186050414535,5.605186050414535,0.0,0.03994184012030546,3.994184012030546
CITY OF CHICAGO:Ward 01 Precinct 18,100.0,0.2321281714409915,0.1313208400546607,0.03829717232012869,0.28795542947919023,0.03328877056649801,0.031205662863099184,0.0209875111798247,0.015992630213771952,0.144013551089912,0.7191024399912432,0.05019435086326422,2143.2372,0.28183545639806973,0.15294069949602207,0.041708249474489825,0.3382508563544211,0.0344030893508718,0.05158409859653236,0.03791283261061314,0.142,0.2973378330410291,29.73378330410291,0.0,0.16135360119911663,16.135360119911663,0.0,0.04377112477409102,4.377112477409102,0.858,0.35681760564924253,35.681760564924254,0.0,0.036240676985658825,3.6240676985658826,0.0,0.05431475927794764,5.431475927794764,0.0,0.040225827883253046,4.0225827883253045
CITY OF CHICAGO:Ward 01 Precinct 19,100.0,0.2358215377818991,0.16590750273901164,0.044442914005224196,0.2617058588424101,0.024090176592012423,0.025048338419984065,0.018167229523851594,0.005771833331384118,0.11529696017414978,0.7201195086319249,0.05991918778035433,2197.4647,0.28558208405324,0.18831952350568823,0.048201677616456995,0.30922854330611377,0.024840847006481162,0.04640444047577416,0.03605816631726586,0.32482,0.3009840907945748,30.09840907945748,0.0007,0.198183114365833,19.8183114365833,0.0,0.050757733736964065,5.075773373696406,0.67448,0.3254761655170275,32.54761655170275,0.0,0.02621648020542501,2.621648020542501,0.0,0.048361537733300486,4.836153773330048,0.0,0.038259238321105456,3.8259238321105458
CITY OF CHICAGO:Ward 01 Precinct 20,100.0,0.23578143259866388,0.17361087044052256,0.05696443154741501,0.23016673561529666,0.023981536586040277,0.03393258644740437,0.020745964669050147,0.03628698436078838,0.037487927984298335,0.7520481365414936,0.10325121327240214,2404.9422,0.28636463895319586,0.19629643756822643,0.06527809518913387,0.2701819004114233,0.02515370231606312,0.05601793257504685,0.0393425752679305,0.62058,0.3024531169600918,30.245311696009182,0.00688,0.2071375701147897,20.713757011478968,0.0,0.06878532676520482,6.878532676520482,0.37254,0.2848188358709956,28.48188358709956,0.0,0.0265875087620617,2.6587508762061702,0.0,0.05917282878020027,5.917282878020027,0.0,0.04139587116399822,4.139587116399822
