joinfield,turnout_weight,demo_est_Paul Vallas,demo_est_Brandon Johnson,demo_est_Lori Lightfoot,demo_est_Chuy García,demo_est_Willie Wilson,demo_est_Kam Buckner,demo_est_Sophia King,demo_est_Jamal Green,pct_black,pct_hispanic,pct_white,pct_asian,score_pp,total,final_est_Paul Vallas,final_est_Brandon Johnson,final_est_Lori Lightfoot,final_est_Chuy García,final_est_Willie Wilson,final_est_Kam Buckner,final_est_Sophia King,final_est_Jamal Green,win_prob_Paul Vallas,median_pct_Paul Vallas,median_votes_Paul Vallas,win_prob_Brandon Johnson,median_pct_Brandon Johnson,median_votes_Brandon Johnson,win_prob_Lori Lightfoot,median_pct_Lori Lightfoot,median_votes_Lori Lightfoot,win_prob_Chuy García,median_pct_Chuy García,median_votes_Chuy García,win_prob_Willie Wilson,median_pct_Willie Wilson,median_votes_Willie Wilson,win_prob_Kam Buckner,median_pct_Kam Buckner,median_votes_Kam Buckner,win_prob_Sophia King,median_pct_Sophia King,median_votes_Sophia King,win_prob_Jamal Green,median_pct_Jamal Green,median_votes_Jamal Green
CITY OF CHICAGO:Ward 01 Precinct 01,100.0,0.0,0.3445296210752929,0.0032139097415546797,0.3457939161172926,0.0,0.21288494096922478,0.00018912207803555535,0.0021839377703569574,0.05017643968175367,0.18833851529081713,0.6626389417014856,0.05878241040133054,36.23,2143.8488,0.0,0.4006061620932609,0.002740138670200471,0.39627596623366335,0.0,0.2579267686550093,0.0007513481834515098,0.003742269923847283,0.0,1.1388169023976747e-05,0.0011388169023976748,0.53778,0.3543728486876799,35.43728486876799,0.0,0.002565640234339456,0.2565640234339456,0.46218,0.3507134094230777,35.07134094230777,0.0,0.0,0.0,4e-05,0.22765665235891375,22.765665235891376,0.0,0.0004885178119024265,0.04885178119024265,0.0,0.003735807778922649,0.3735807778922649
CITY OF CHICAGO:Ward 01 Precinct 02,100.0,0.0,0.3449640471034541,0.0023506604287971064,0.3564243095728966,0.0,0.20072433041027385,0.00019495739690562897,0.002593202788805494,0.043268389755754415,0.2246463322753003,0.6176425601858555,0.06958298056212162,34.72,2256.8924,0.0,0.40050330173174553,0.0016753497607625012,0.4078882290194873,0.0,0.2445660036769007,0.00111544206924339,0.004574887264807613,0.0,0.00012162303721493365,0.012162303721493364,0.42802,0.35453371602338624,35.45337160233862,0.0,0.0014324265495890636,0.14324265495890637,0.57196,0.36134434476334526,36.134434476334526,0.0,0.0,0.0,2e-05,0.2164399646870016,21.64399646870016,0.0,0.0014780812456450022,0.1478081245645002,0.0,0.004404817810712251,0.4404817810712251
CITY OF CHICAGO:Ward 01 Precinct 03,100.0,0.0,0.34516239789478914,0.001722952176222932,0.3855105559945836,0.0,0.169963952245949,0.0,0.0034263195777733523,0.02576027245248859,0.344256881742744,0.5278031182437996,0.06570555626949937,31.44,2080.7738,0.0,0.39981798049496037,0.0003317382990690792,0.44143857130293596,0.0,0.2092666280413234,0.0015247963667265729,0.006230523268606496,0.0,3.09904235738282e-05,0.00309904235738282,0.16638,0.3547771517936329,35.47771517936329,0.0,0.00015423473322372815,0.015423473322372816,0.83362,0.39153663201563127,39.15366320156313,0.0,0.00021276774202140774,0.021276774202140775,0.0,0.18574054896870013,18.574054896870013,0.0,0.0015253020293521432,0.15253020293521433,0.0,0.005273536135386104,0.5273536135386104
CITY OF CHICAGO:Ward 01 Precinct 04,100.0,0.0,0.3303250670584731,0.0,0.3340627736690711,0.0,0.2523129203314306,0.0,0.0007784401776049065,0.046914794918564234,0.3686836827210315,0.4767157546197398,0.06427356336644444,46.06,2293.3597,0.0,0.38527849973365597,0.0,0.38358534081942397,0.0,0.30280074902347043,0.0,0.000823834072988465,0.0,0.00023838696971223116,0.023838696971223115,0.513,0.3363427935722621,33.63427935722621,0.0,0.00048233806841632004,0.048233806841632004,0.4816,0.3349509306419318,33.495093064193185,0.0,0.00035054255828883705,0.035054255828883704,0.0054,0.264269616948294,26.426961694829398,0.0,0.0,0.0,0.0,0.000917651973645121,0.09176519736451211
CITY OF CHICAGO:Ward 01 Precinct 05,100.0,0.0,0.3385746418906848,0.0,0.34005849181633596,0.0,0.23482115090413852,0.0,0.0018773521746151302,0.024369119661227595,0.2458323657036858,0.5638384155438353,0.08760553586635246,40.66,2231.3978,0.0,0.3933867198721979,0.0,0.3895172678333362,0.0,0.28403861801656355,0.0,0.0029282398480514095,0.0,0.00036997343606677937,0.03699734360667794,0.53514,0.34473729726699925,34.47372972669992,0.0,1.6244422720707968e-05,0.0016244422720707967,0.4644,0.3414554115572967,34.14554115572967,0.0,0.0,0.0,0.00046,0.2488594435845158,24.88594435845158,0.0,7.446882732745114e-06,0.0007446882732745114,0.0,0.0024304304679140304,0.24304304679140304
CITY OF CHICAGO:Ward 01 Precinct 06,100.0,0.0,0.3285923225783687,0.027003945689706835,0.3907520596891526,0.0017932656722630669,0.13213255090556045,0.004190548473420444,0.006073371965590636,0.14760528437922962,0.3122971921329315,0.5172709695612552,0.0020683123581122166,26.04,1986.2087,0.0,0.38177222515153375,0.029255904205078884,0.4470803562544191,0.0,0.16328140495248122,0.007470887708727975,0.010410137957944036,0.0,0.0,0.0,0.0614,0.3494459520009747,34.944595200097474,0.0,0.026762388220384032,2.6762388220384032,0.9386,0.4095541134505163,40.95541134505163,0.0,8.529867622617503e-05,0.008529867622617503,0.0,0.14895906913914153,14.895906913914153,0.0,0.006878928490097877,0.6878928490097876,0.0,0.009439482564626204,0.9439482564626204
CITY OF CHICAGO:Ward 01 Precinct 07,100.0,0.0,0.3298814483339678,0.009101457035995075,0.32870960874306465,0.0,0.24041663890301948,0.0,0.0015643447342729485,0.11716633366475258,0.24511180036626104,0.5269110798722764,0.04021953858982804,42.9,2843.327,0.0,0.3845096615075754,0.01036052416066648,0.3772284879879294,0.0,0.289269748281187,0.0,0.001966423752063729,0.0,7.157787913528726e-05,0.007157787913528725,0.56546,0.34033840681781846,34.03384068178185,0.0,0.009568229564182278,0.9568229564182278,0.43218,0.3337103738126468,33.37103738126468,0.0,0.0,0.0,0.00236,0.25575980471148807,25.575980471148807,0.0,0.0,0.0,0.0,0.0015228319738531911,0.15228319738531912
CITY OF CHICAGO:Ward 01 Precinct 08,100.0,0.0,0.3565497911996239,0.0076436729275590615,0.3552168111385834,0.0,0.17493211283317986,0.0030264036712197243,0.005168671442270503,0.061240881025392005,0.1601111672336075,0.7095671983989835,0.043281811715792956,28.67,2058.5922,0.0,0.4129045827493779,0.0073284163817154135,0.4063729136567765,0.0,0.2134208667704171,0.005791714553986298,0.008959668717946127,0.0,3.429268589450935e-05,0.003429268589450935,0.56326,0.36987929649180007,36.98792964918,0.0,0.006612907385558945,0.6612907385558945,0.43674,0.3638481499430053,36.38481499430053,0.0,9.885078070125906e-06,0.0009885078070125907,0.0,0.19104670228794318,19.10467022879432,0.0,0.004850781399375413,0.48507813993754134,0.0,0.007939043819025136,0.7939043819025136
CITY OF CHICAGO:Ward 01 Precinct 09,100.0,0.0,0.33110461779280587,0.01100957205242057,0.4189556799193357,0.0,0.12428172122808,0.0025927596949264237,0.005464866981552335,0.05724593978106383,0.3927746588062253,0.40642412506543313,0.03884424925730224,25.91,1632.3935,0.0,0.381920163952839,0.00973444348180635,0.47692431962498527,0.0,0.1593158962236213,0.006319363148667621,0.010572929969349179,0.0,0.0001338637287887846,0.01338637287887846,0.01234,0.3455779566285029,34.55779566285029,0.0,0.00911931501772405,0.9119315017724051,0.98766,0.43185679149494377,43.185679149494376,0.0,3.465105607209069e-05,0.0034651056072090686,0.0,0.14375774600305702,14.375774600305702,0.0,0.005651916590128181,0.5651916590128181,0.0,0.00964060760439699,0.964060760439699
CITY OF CHICAGO:Ward 01 Precinct 10,100.0,0.0,0.3210226986226544,0.020528386692057574,0.43139340780418056,0.010170502240854702,0.089783250413193,0.006778098616940918,0.0108617205841814,0.04754146391421182,0.32983561619065416,0.5329246324457648,0.05460743738597673,18.79,2532.8711,0.0,0.36840761561557706,0.019365559120767248,0.48880771031510606,0.006387103339024321,0.11883240952101484,0.014499287042081813,0.02015192672395243,0.0,0.0,0.0,0.0021,0.33975355730709167,33.97535573070917,0.0,0.018128336939318666,1.8128336939318666,0.9979,0.4507341534223252,45.07341534223252,0.0,0.006168829307540593,0.6168829307540593,0.0,0.10947003523233836,10.947003523233837,0.0,0.01327957460973817,1.327957460973817,0.0,0.01900893908307253,1.9008939083072531
