JoinField,jurisdiction,township,total_votes,pred_Fine,pred_Biss,pred_Abughazaleh,pred_Simmons,pred_Amiwala,pred_Andrew,pred_Huynh,actual_Fine,actual_Biss,actual_Abughazaleh,actual_Simmons,actual_Amiwala,actual_Andrew,actual_Huynh,err_Fine,err_Biss,err_Abughazaleh,err_Simmons,err_Amiwala,err_Andrew,err_Huynh
CITY OF CHICAGO:Ward 41 Precinct 31,CITY OF CHICAGO,,244.0,22.55203798910674,28.417660550375537,24.38056731890404,6.121430858410206,6.156189465126875,9.076978881859723,2.2299096664975497,30.327868852459016,25.81967213114754,17.21311475409836,4.918032786885246,0.4098360655737705,19.262295081967213,2.0491803278688523,-7.775830863352276,2.5979884192279954,7.167452564805679,1.2033980715249601,5.746353399553104,-10.18531620010749,0.18072933862869744
CITY OF CHICAGO:Ward 46 Precinct 06,CITY OF CHICAGO,,791.0,18.39857156517952,27.76004093010881,29.28133013835217,8.356210052687008,6.841566596513751,5.707913917620738,2.589141529818671,10.872313527180784,28.57142857142857,42.47787610619469,8.217446270543615,6.06826801517067,2.275600505689001,1.5170670037926675,7.526258037998735,-0.811387641319758,-13.196545967842521,0.1387637821433927,0.7732985813430808,3.432313411931737,1.0720745260260034
CITY OF CHICAGO:Ward 46 Precinct 07,CITY OF CHICAGO,,237.0,13.81358614261836,26.18928892343742,29.04104426686032,16.330371682108503,7.543986962070399,3.036995023284465,2.9795017299011968,11.39240506329114,24.894514767932492,44.72573839662447,10.126582278481013,6.329113924050633,1.2658227848101267,1.2658227848101267,2.421181079327221,1.2947741555049284,-15.68469412976415,6.203789403627489,1.2148730380197659,1.7711722384743385,1.71367894509107
CITY OF CHICAGO:Ward 46 Precinct 08,CITY OF CHICAGO,,475.0,15.297046403249029,28.87857465633433,25.860514191246363,15.347546812795972,6.815078281850493,3.760534559932155,2.975479824872339,10.526315789473683,22.105263157894736,46.10526315789474,7.7894736842105265,5.684210526315789,2.736842105263158,5.052631578947368,4.770730613775346,6.773311498439593,-20.244748966648377,7.558073128585446,1.1308677555347035,1.0236924546689972,-2.0771517540750293
CITY OF CHICAGO:Ward 46 Precinct 10,CITY OF CHICAGO,,376.0,13.813544767703766,26.18890883640778,29.04165450752522,16.328761896214065,7.544605223917784,3.0376928402179897,2.979606658294076,5.053191489361701,20.212765957446805,47.6063829787234,13.297872340425531,7.180851063829788,1.8617021276595744,4.787234042553192,8.760353278342064,5.9761428789609745,-18.564728471198183,3.0308895557885336,0.36375416008799544,1.1759907125584153,-1.8076273842591157
CITY OF CHICAGO:Ward 46 Precinct 12,CITY OF CHICAGO,,795.0,18.39830166930704,27.759403689348705,29.28148205200345,8.356138212595955,6.842420533586367,5.707957281428355,2.589071292010812,14.716981132075471,29.056603773584904,39.62264150943396,8.930817610062892,4.40251572327044,2.0125786163522013,1.257861635220126,3.681320537231567,-1.2972000842361986,-10.34115945743051,-0.5746793974669373,2.4399048103159267,3.6953786650761535,1.3312096567906861
CITY OF CHICAGO:Ward 46 Precinct 15,CITY OF CHICAGO,,757.0,20.173736568589632,30.99493575354223,25.06905595490992,7.125319377816775,6.019385601486764,7.016708584775211,2.5356328891601487,15.323645970937912,36.06340819022457,29.98678996036988,8.982826948480845,4.095112285336857,3.038309114927345,2.509907529722589,4.85009059765172,-5.068472436682342,-4.917734005459959,-1.8575075706640698,1.9242733161499075,3.978399469847866,0.025725359437559714
CITY OF CHICAGO:Ward 46 Precinct 17,CITY OF CHICAGO,,747.0,13.863090642647988,26.286559730074,28.83204289583705,16.28980378031652,7.530695005848518,3.1645267580179124,2.968055917538669,9.236947791164658,17.269076305220885,43.77510040160642,20.74966532797858,5.35475234270415,1.2048192771084338,2.4096385542168677,4.62614285148333,9.017483424853115,-14.943057505769374,-4.459861547662058,2.175942663144368,1.9597074809094785,0.5584173633218015
CITY OF CHICAGO:Ward 46 Precinct 18,CITY OF CHICAGO,,701.0,13.812763221483326,26.187631199717416,29.041022561193447,16.33147872653325,7.546116388656376,3.036557097016177,2.979205535680676,5.563480741797433,20.399429386590583,45.6490727532097,16.547788873038517,5.2781740370898715,1.7118402282453637,4.850213980028531,8.249282479685894,5.7882018131268325,-16.608050192016254,-0.21631014650526836,2.2679423515665045,1.3247168687708133,-1.8710084443478552
CITY OF CHICAGO:Ward 46 Precinct 21,CITY OF CHICAGO,,384.0,14.51373196050973,27.55983129136311,26.118885815578235,15.720049295738493,7.354325283240399,4.844892181863754,2.823058901986934,9.375,27.864583333333332,27.604166666666668,18.229166666666664,3.125,3.125,10.677083333333332,5.13873196050973,-0.30475204197022165,-1.485280851088433,-2.5091173709281716,4.229325283240399,1.719892181863754,-7.854024431346398
CITY OF CHICAGO:Ward 47 Precinct 02,CITY OF CHICAGO,,161.0,13.81388307315766,26.189292753667388,29.0422764834587,16.326636657461346,7.544242447687376,3.0385947327350524,2.9798485821131324,8.695652173913043,21.11801242236025,37.88819875776397,14.906832298136646,9.937888198757763,0.6211180124223602,6.832298136645963,5.118230899244617,5.07128033130714,-8.845922274305273,1.4198043593247007,-2.3936457510703875,2.4174767203126923,-3.8524495545328303
CITY OF CHICAGO:Ward 47 Precinct 05,CITY OF CHICAGO,,829.0,13.812838459007953,26.186928681465982,29.04278409521655,16.326583983002294,7.54739304265509,3.038668982655048,2.979577486277743,4.101326899879373,18.817852834740652,50.3015681544029,12.30398069963812,6.031363088057901,1.5681544028950543,6.875753920386007,9.71151155912858,7.36907584672533,-21.25878405918635,4.022603283364175,1.5160299545971885,1.4705145797599937,-3.896176434108264
CITY OF CHICAGO:Ward 47 Precinct 06,CITY OF CHICAGO,,758.0,13.84333929468861,26.24651498664955,28.914946565753777,16.29962007537468,7.539680172569877,3.117977882183669,2.9726957530604863,5.145118733509235,17.282321899736147,51.45118733509235,11.477572559366754,5.804749340369393,0.6596306068601583,8.179419525065963,8.698220561179376,8.964193086913404,-22.536240769338573,4.822047516007926,1.734930832200484,2.4583472753235105,-5.206723772005477
CITY OF CHICAGO:Ward 48 Precinct 02,CITY OF CHICAGO,,215.0,13.806315974039707,26.17786835386316,29.047696198392394,16.325649378034147,7.5590799102534785,3.0390928227603813,2.9790720929373955,11.162790697674419,24.186046511627907,34.883720930232556,13.953488372093023,9.767441860465116,5.116279069767442,0.9302325581395349,2.6435252763652883,1.9918218422352538,-5.836024731840162,2.3721610059411233,-2.2083619502116374,-2.077186247007061,2.0488395347978607
CITY OF CHICAGO:Ward 48 Precinct 03,CITY OF CHICAGO,,344.0,13.811718370134352,26.18488900918121,29.042308160252716,16.329306895262626,7.549918159408897,3.0375472958900205,2.9790868401508432,8.720930232558139,21.802325581395348,34.883720930232556,25.581395348837212,5.232558139534884,1.4534883720930232,2.3255813953488373,5.090788137576213,4.382563427785861,-5.84141276997984,-9.252088453574586,2.3173600198740125,1.5840589237969973,0.6535054448020059
CITY OF CHICAGO:Ward 48 Precinct 04,CITY OF CHICAGO,,465.0,14.513468788039196,27.558944658973704,26.11966832891856,15.718398207174328,7.355589855323888,4.845589216577123,2.8231156752738804,7.956989247311828,19.56989247311828,43.655913978494624,16.344086021505376,4.516129032258064,1.2903225806451613,6.666666666666667,6.556479540727368,7.989052185855424,-17.536245649576063,-0.625687814331048,2.8394608230658243,3.555266635931962,-3.8435509913927866
CITY OF CHICAGO:Ward 48 Precinct 05,CITY OF CHICAGO,,282.0,14.803000206243007,27.77875492438841,25.909107168213968,15.684024444814796,7.209066795605421,4.741137532102068,2.809683658913004,8.156028368794328,37.234042553191486,19.858156028368796,27.659574468085108,1.773049645390071,4.25531914893617,1.0638297872340425,6.64697183744868,-9.455287628803077,6.050951139845171,-11.975550023270312,5.436017150215349,0.4858183831658982,1.7458538716789613
CITY OF CHICAGO:Ward 48 Precinct 06,CITY OF CHICAGO,,528.0,13.846615736461349,26.25342295070337,28.89782084604071,16.300002626346565,7.53918435117275,3.126306368950136,2.9714218506058034,8.712121212121213,22.53787878787879,40.340909090909086,20.643939393939394,5.303030303030303,0.946969696969697,1.5151515151515151,5.134494524340136,3.7155441628245818,-11.443088244868378,-4.3439367675928295,2.2361540481424473,2.1793366719804386,1.4562703354542883
CITY OF CHICAGO:Ward 48 Precinct 09,CITY OF CHICAGO,,202.0,16.015749024852617,30.282854560356395,22.89605380549549,14.721378224587312,6.622794974004721,5.577335876495987,2.8186082644881547,15.841584158415841,32.67326732673268,27.722772277227726,15.346534653465346,5.445544554455446,1.4851485148514851,1.4851485148514851,0.17416486643677587,-2.390412766376283,-4.826718471732235,-0.625156428878034,1.1772504195492752,4.092187361644502,1.3334597496366696
CITY OF CHICAGO:Ward 48 Precinct 10,CITY OF CHICAGO,,629.0,14.037328385713012,26.6265446798866,28.110405713660334,16.13174370000967,7.483446289521694,3.615292346939651,2.930013614549711,6.836248012718602,29.72972972972973,35.13513513513514,16.85214626391097,7.154213036565977,1.2718600953895072,3.0206677265500796,7.201080372994411,-3.1031850498431304,-7.024729421474802,-0.720402563901299,0.32923325295571715,2.343432251550144,-0.09065411200036877
CITY OF CHICAGO:Ward 48 Precinct 11,CITY OF CHICAGO,,463.0,14.07161453572532,26.69351687730055,27.96517274176259,16.101554513433175,7.475632097772324,3.705216529932699,2.922067434354007,8.423326133909287,24.622030237580994,35.20518358531318,25.05399568034557,2.591792656587473,2.8077753779697625,1.2958963282937366,5.648288401816034,2.0714866397195557,-7.240010843550589,-8.952441166912394,4.8838394411848505,0.8974411519629366,1.6261711060602706
CITY OF CHICAGO:Ward 48 Precinct 15,CITY OF CHICAGO,,362.0,13.811694831392217,26.18488825521163,29.04221140396575,16.32960046275698,7.549898680564521,3.03742157105226,2.979059525337311,6.353591160220995,16.85082872928177,48.61878453038674,20.165745856353592,4.972375690607735,1.9337016574585635,1.1049723756906076,7.458103671171221,9.33405952592986,-19.57657312642099,-3.836145393596613,2.577522989956786,1.1037199135936964,1.8740871496467033
CITY OF CHICAGO:Ward 48 Precinct 17,CITY OF CHICAGO,,154.0,16.01568365301152,30.28291022933408,22.8955571142907,14.72255725147473,6.622713053150164,5.576861230156023,2.818492198863444,11.688311688311687,37.66233766233766,18.83116883116883,18.181818181818183,9.090909090909092,1.948051948051948,2.5974025974025974,4.327371964699834,-7.379427433003581,4.064388283121868,-3.4592609303434543,-2.4681960377589274,3.628809282104075,0.22108960146084655
CITY OF CHICAGO:Ward 48 Precinct 19,CITY OF CHICAGO,,285.0,14.024874028430787,26.602017171010008,28.15900589014948,16.142425740034827,7.488976770788192,3.585135791925321,2.9323393379420484,11.929824561403509,36.49122807017544,28.07017543859649,15.789473684210526,2.456140350877193,4.2105263157894735,1.0526315789473684,2.0950494670272786,-9.88921089916543,0.0888304515529903,0.3529520558243018,5.032836419910998,-0.6253905238641524,1.87970775899468
CITY OF CHICAGO:Ward 48 Precinct 20,CITY OF CHICAGO,,189.0,14.512834948339888,27.557041110731497,26.12102502188725,15.715729080994514,7.358263151330542,4.84672959508864,2.823151821908344,11.64021164021164,39.682539682539684,25.925925925925924,11.64021164021164,4.232804232804233,4.761904761904762,2.1164021164021163,2.872623308128249,-12.125498571808187,0.19509909596132502,4.075517440782875,3.1254589185263093,0.08482483318387857,0.7067497055062275
CITY OF CHICAGO:Ward 48 Precinct 23,CITY OF CHICAGO,,417.0,16.27301251390826,30.47502247275266,22.711247547768096,14.694640290902328,6.493367485034774,5.481290525150072,2.806193894764472,11.990407673860911,46.52278177458034,26.139088729016784,8.633093525179856,2.158273381294964,0.9592326139088728,3.597122302158273,4.282604840047348,-16.04775930182768,-3.427841181248688,6.061546765722472,4.33509410373981,4.522057911241199,-0.7909284073938014
CITY OF CHICAGO:Ward 48 Precinct 24,CITY OF CHICAGO,,591.0,16.017558975506777,30.2875695358323,22.89370577350069,14.72499874537436,6.616403944244722,5.575739252727329,2.8187985030944955,11.505922165820643,22.33502538071066,35.36379018612521,16.243654822335024,3.7225042301184432,1.5228426395939088,9.30626057529611,4.511636809686134,7.95254415512164,-12.470084412624516,-1.5186560769606636,2.8938997141262783,4.05289661313342,-6.487462072201614
CITY OF CHICAGO:Ward 48 Precinct 26,CITY OF CHICAGO,,273.0,14.511723499550143,27.55447926455229,26.12163692927579,15.715424777316372,7.361704491009693,4.846927237073441,2.822878531502952,12.087912087912088,44.68864468864469,23.076923076923077,16.483516483516482,1.465201465201465,1.8315018315018317,0.3663003663003663,2.423811411638056,-17.134165424092405,3.0447138523527144,-0.76809170620011,5.896503025808228,3.015425405571609,2.4565781652025858
CITY OF CHICAGO:Ward 48 Precinct 27,CITY OF CHICAGO,,371.0,13.811552886653832,26.18412888630755,29.04318301358313,16.327134261355337,7.5510815766788255,3.038494501715982,2.9791996039860096,9.703504043126685,22.371967654986523,41.509433962264154,13.477088948787062,6.46900269541779,3.7735849056603774,2.6954177897574128,4.108048843527147,3.812161231321028,-12.466250948681026,2.850045312568275,1.0820788812610358,-0.7350904039443953,0.28378181422859683
CITY OF CHICAGO:Ward 48 Precinct 29,CITY OF CHICAGO,,213.0,14.989260536642549,27.91862538555066,25.77194564911928,15.6649931675766,7.117400337668494,4.672194369008741,2.8003552847143616,22.535211267605636,39.906103286384976,8.450704225352112,19.248826291079812,1.8779342723004695,5.633802816901409,2.3474178403755865,-7.545950730963087,-11.987477900834318,17.32124142376717,-3.5838331235032115,5.239466065368024,-0.9616084478926679,0.45293744433877503
CITY OF CHICAGO:Ward 49 Precinct 01,CITY OF CHICAGO,,488.0,15.41524966493635,28.93489362276345,24.92132765209323,14.300021470966492,6.914437044204686,5.956763533340769,2.4920817419757024,9.631147540983607,26.229508196721312,37.09016393442623,18.647540983606557,5.737704918032787,1.8442622950819672,0.819672131147541,5.784102123952744,2.705385426042138,-12.168836282333,-4.347519512640066,1.176732126171899,4.112501238258802,1.6724096108281614
CITY OF CHICAGO:Ward 49 Precinct 04,CITY OF CHICAGO,,720.0,13.81305311763161,26.18835303151135,29.04074620574939,16.331862444187436,7.5451287572781425,3.03637695995311,2.979254213969616,5.972222222222222,17.36111111111111,51.24999999999999,15.694444444444445,6.944444444444445,1.9444444444444444,0.8333333333333334,7.840830895409387,8.82724192040024,-22.209253794250603,0.6374179997429916,0.6006843128336978,1.0919325155086657,2.1459208806362824
CITY OF CHICAGO:Ward 49 Precinct 05,CITY OF CHICAGO,,698.0,13.812946422196712,26.187646703923583,29.041755751486328,16.329248011801486,7.546251386231994,3.0375122218229067,2.979414232817635,6.446991404011461,22.77936962750716,43.553008595988544,14.469914040114611,8.30945558739255,3.7249283667621778,0.7163323782234957,7.36595501818525,3.4082770764164216,-14.511252844502216,1.8593339716868744,-0.7632042011605567,-0.6874161449392711,2.2630818545941396
CITY OF CHICAGO:Ward 49 Precinct 06,CITY OF CHICAGO,,49.0,13.807578522705684,26.180856383496184,29.046813304097142,16.32644689810667,7.555046778329247,3.0386858966793207,2.979346946866416,12.244897959183673,14.285714285714285,53.06122448979592,14.285714285714285,6.122448979591836,0.0,0.0,1.5626805635220116,11.8951420977819,-24.014411185698776,2.040732612392386,1.4325977987374108,3.0386858966793207,2.979346946866416
CITY OF CHICAGO:Ward 49 Precinct 16,CITY OF CHICAGO,,641.0,14.013564969734707,26.580682308300226,28.205762119878653,16.156539434429785,7.49004639998437,3.553466564935078,2.9347129330178454,6.240249609984399,19.96879875195008,47.581903276131044,17.628705148205928,7.17628705148206,0.93603744149766,0.46801872074883,7.773315359750308,6.611883556350147,-19.37614115625239,-1.4721657137761426,0.3137593485023098,2.617429123437418,2.466694212269015
CITY OF CHICAGO:Ward 49 Precinct 17,CITY OF CHICAGO,,745.0,13.932444460377182,26.42182727445096,28.544097996783837,16.226754789665716,7.512397055920013,3.34443316098822,2.952819992094737,4.832214765100671,22.14765100671141,48.053691275167786,16.241610738255034,6.0402684563758395,2.4161073825503356,0.2684563758389262,9.10022969527651,4.2741762677395485,-19.50959327838395,-0.014855948589318047,1.472128599544173,0.9283257784378844,2.6843636162558107
CITY OF CHICAGO:Ward 50 Precinct 05,CITY OF CHICAGO,,506.0,17.019524776212123,30.35980983610549,21.196066457212535,9.945851787715608,9.299990217822044,9.73821835036718,1.375313304845697,42.490118577075094,23.3201581027668,15.41501976284585,6.126482213438735,3.3596837944664033,6.91699604743083,2.371541501976284,-25.47059380086297,7.03965173333869,5.781046694366685,3.8193695742768723,5.940306423355641,2.8212223029363503,-0.9962281971305873
CITY OF CHICAGO:Ward 50 Precinct 06,CITY OF CHICAGO,,184.0,20.046364148702843,36.420536557320446,17.506592557072228,8.309453300338198,4.649922193917233,10.568468427416036,1.4334375455136974,21.195652173913043,30.978260869565215,30.434782608695656,5.978260869565218,4.3478260869565215,4.891304347826087,2.1739130434782608,-1.1492880252102005,5.442275687755231,-12.928190051623428,2.3311924307729806,0.3020961069607111,5.677164079589949,-0.7404754979645634
CITY OF CHICAGO:Ward 50 Precinct 10,CITY OF CHICAGO,,305.0,18.50221065148725,26.89618654438062,22.505157285967336,9.676462792165983,9.744735995088288,10.439121565533569,1.1708998956576189,64.59016393442623,9.508196721311474,13.442622950819672,1.639344262295082,7.540983606557377,2.9508196721311477,0.32786885245901637,-46.08795328293898,17.387989823069145,9.062534335147664,8.037118529870902,2.2037523885309103,7.48830189340242,0.8430310431986026
CITY OF CHICAGO:Ward 50 Precinct 22,CITY OF CHICAGO,,479.0,18.50251054992231,26.89691610603683,22.504824705197688,9.676922240197047,9.743741909687287,10.438923982403686,1.1709352368358126,70.9812108559499,9.812108559498958,6.471816283924843,3.1315240083507305,6.263048016701461,2.7139874739039667,0.6263048016701461,-52.47870030602759,17.084807546537874,16.033008421272847,6.545398231846317,3.480693892985826,7.72493650849972,0.5446304351656664
COOK:7501001,COOK,Evanston,176.0,18.205373925264027,30.43690631801605,24.422225677171376,10.271704131013204,5.775738547917827,8.164836514374795,1.657989616523391,5.113636363636364,24.431818181818183,59.65909090909091,2.840909090909091,1.7045454545454544,4.545454545454546,1.7045454545454544,13.091737561627664,6.005088136197866,-35.23686523191953,7.430795040104113,4.071193093372373,3.6193819689202487,-0.04655583802206342
COOK:7501002,COOK,Evanston,390.0,18.20669170773626,30.439736251079008,24.42105075604832,10.273458745855043,5.771568564212387,8.164092400275823,1.658176305073826,18.71794871794872,46.41025641025641,18.205128205128204,5.128205128205128,0.7692307692307693,10.512820512820513,0.2564102564102564,-0.5112570102124572,-15.9705201591774,6.215922550920116,5.1452536176499155,5.002337794981618,-2.3487281125446895,1.4017660486635697
COOK:7501003,COOK,Evanston,370.0,18.436768702626942,30.794601691290392,23.604699913701385,10.08728105109016,5.706627662887343,8.692250727959916,1.6125449807245285,20.27027027027027,44.86486486486487,16.216216216216218,4.864864864864865,1.3513513513513513,11.891891891891893,0.5405405405405406,-1.833501567643328,-14.070263173574478,7.388483697485167,5.222416186225296,4.355276311535992,-3.199641163931977,1.0720044401839879
COOK:7501004,COOK,Evanston,685.0,19.04967176525271,31.74256750955217,21.395028143704423,9.57715520309722,5.550478157814112,10.131810259624338,1.4880636912357077,19.416058394160586,51.97080291970803,13.138686131386862,1.7518248175182483,2.18978102189781,11.386861313868613,0.145985401459854,-0.36638662890787543,-20.228235410155857,8.25634201231756,7.825330385578972,3.360697135916302,-1.2550510542442748,1.3420782897758536
COOK:7502001,COOK,Evanston,753.0,18.4132153193508,30.75774674356585,23.68809654435112,10.10650940635266,5.714026096904773,8.638092492779336,1.6170881269761386,14.342629482071715,49.40239043824701,20.717131474103585,5.843293492695882,2.257636122177955,6.374501992031872,1.0624169986719787,4.070585837279086,-18.64464369468116,2.9709650702475336,4.263215913656778,3.4563899747268176,2.2635905007474637,0.5546711283041599
COOK:7502002,COOK,Evanston,314.0,19.050946927355294,31.74511905240196,21.391950506675645,9.583192327819578,5.546233883483652,10.129609552297694,1.4877224802468445,10.191082802547772,39.490445859872615,32.1656050955414,8.9171974522293,5.095541401273886,3.821656050955414,0.3184713375796179,8.859864124807523,-7.745326807470654,-10.773654588865757,0.6659948755902789,0.45069248220976643,6.30795350134228,1.1692511426672265
COOK:7502003,COOK,Evanston,315.0,19.050923380823814,31.744775746990424,21.3884524168876,9.591182322952667,5.545839251277277,10.1268331728233,1.4867684385255728,12.063492063492063,36.82539682539683,32.698412698412696,9.841269841269842,6.031746031746032,2.5396825396825395,0.0,6.987431317331751,-5.080621078406406,-11.309960281525097,-0.2500875183171747,-0.48590678046875446,7.5871506331407605,1.4867684385255728
COOK:7502004,COOK,Evanston,525.0,19.05135119891697,31.745894703608,21.390575635780262,9.58601596910875,5.5448351996728,10.128595549611934,1.4875064735819514,11.047619047619047,36.38095238095238,32.57142857142858,12.380952380952381,2.666666666666667,4.0,0.9523809523809524,8.003732151297921,-4.635057677344381,-11.180852935648314,-2.794936411843631,2.878168533006133,6.1285955496119335,0.535125521200999
COOK:7502005,COOK,Evanston,191.0,19.05073296814028,31.74449899137744,21.39016366320793,9.587428345709622,5.546639587165021,10.128153654125082,1.487157520555299,15.18324607329843,38.7434554973822,23.56020942408377,9.947643979057592,7.329842931937172,4.18848167539267,1.0471204188481675,3.8674868948418517,-6.99895650600476,-2.1700457608758406,-0.3602156333479698,-1.7832033447721507,5.939671978732412,0.4400371017071314
COOK:7503001,COOK,Evanston,461.0,18.57258115047357,31.00612913743842,23.119482436831515,9.976341397807476,5.667423757767914,9.007189579846006,1.5856272701157763,15.40130151843818,50.108459869848154,20.390455531453362,4.55531453362256,1.3015184381778742,7.809110629067245,0.43383947939262474,3.1712796320353913,-19.102330732409733,2.729026905378152,5.421026864184916,4.3659053195900395,1.1980789507787613,1.1517877907231515
COOK:7503002,COOK,Evanston,535.0,18.57730227768452,31.01348057414709,23.102543356342505,9.9728698635781,5.665969043417551,9.017948155016192,1.5846614600947069,13.457943925233645,46.54205607476635,25.607476635514022,4.112149532710281,0.9345794392523363,8.598130841121495,0.7476635514018692,5.119358352450876,-15.528575500619262,-2.5049332791715173,5.86072033086782,4.731389604165215,0.419817313894697,0.8369979086928376
COOK:7503003,COOK,Evanston,620.0,18.521447275826,30.926789294980605,23.30326580593517,10.0195112030806,5.6807755023915725,8.887106456899037,1.5958791911676666,13.38709677419355,40.64516129032258,30.161290322580648,4.193548387096775,1.7741935483870968,8.870967741935484,0.967741935483871,5.134350501632449,-9.718371995341972,-6.858024516645479,5.825962815983826,3.9065819540044755,0.016138714963553014,0.6281372556837956
COOK:7503004,COOK,Evanston,659.0,18.994000561744485,31.667034020296267,21.46775072169101,9.668549926065047,5.572541674300345,10.060496978110343,1.5044008480731723,12.898330804248861,38.39150227617603,26.100151745068285,7.435508345978755,5.159332321699544,9.863429438543248,0.15174506828528073,6.0956697574956245,-6.72446825587976,-4.632401023377273,2.233041580086292,0.4132093526008003,0.19706753956709555,1.3526557797878915
COOK:7503005,COOK,Evanston,445.0,18.52938974489013,30.93831773682588,23.270989465726757,10.010131982216528,5.682570047556858,8.90957562055809,1.5938001325064226,10.561797752808989,45.1685393258427,31.011235955056183,4.943820224719101,2.4719101123595504,5.842696629213483,0.0,7.9675919920811396,-14.230221589016821,-7.740246489329426,5.066311757497427,3.2106599351973077,3.0668789913446073,1.5938001325064226
COOK:7504001,COOK,Evanston,238.0,18.549248023109744,30.969828300374143,23.20234398405352,9.997807126609324,5.673577736417423,8.95191008690789,1.5900594728086268,6.722689075630252,35.714285714285715,38.655462184873954,10.504201680672269,2.100840336134454,5.88235294117647,0.42016806722689076,11.82655894747949,-4.744457413911572,-15.453118200820434,-0.5063945540629451,3.572737400282969,3.0695571457314204,1.169891405581736
COOK:7504002,COOK,Evanston,328.0,19.05072554829109,31.744755511409483,21.393437463337985,9.57997314823989,5.54709745407675,10.130746527919282,1.4880390770061789,15.548780487804878,45.426829268292686,24.695121951219512,4.878048780487805,2.1341463414634148,7.01219512195122,0.3048780487804878,3.5019450604862126,-13.682073756883202,-3.301684487881527,4.701924367752086,3.4129511126133356,3.118551405968062,1.183161028225691
COOK:7504003,COOK,Evanston,232.0,18.2090879415185,30.43936545615126,24.41941252107408,10.270773541608476,5.772926357872743,8.165263953829427,1.6579449582261694,15.517241379310345,49.137931034482754,21.551724137931032,2.586206896551724,2.586206896551724,6.896551724137931,1.7241379310344827,2.6918465622081555,-18.698565578331493,2.8676883831430473,7.684566645056751,3.186719461321019,1.2687122296914968,-0.06619297280831327
COOK:7504004,COOK,Evanston,738.0,19.051175280073178,31.74572466488084,21.393182767268385,9.580209106853667,5.545711071283954,10.130628677905278,1.488143162015377,11.924119241192411,48.78048780487805,23.306233062330623,4.607046070460704,2.5745257452574526,8.672086720867208,0.13550135501355012,7.127056038880767,-17.03476313999721,-1.913050295062238,4.973163036392963,2.971185326026501,1.4585419570380704,1.352641807001827
COOK:7504005,COOK,Evanston,238.0,19.051704807442565,31.746800061833472,21.39209498582171,9.582282548362125,5.543973903251606,10.129865561200432,1.4880528623687486,16.386554621848738,39.49579831932773,26.05042016806723,8.403361344537815,0.8403361344537815,6.722689075630252,2.100840336134454,2.665150185593827,-7.748998257494261,-4.65832518224552,1.1789212038243093,4.703637768797825,3.4071764855701803,-0.6127874737657053
COOK:7504006,COOK,Evanston,522.0,18.211541183610755,30.444631114986823,24.417185681086256,10.274140856203626,5.76515384505857,8.163840732085806,1.6582813172488435,16.28352490421456,41.18773946360153,25.478927203065133,4.597701149425287,3.8314176245210727,7.854406130268199,0.7662835249042145,1.9280162793961964,-10.743108348614708,-1.0617415219788775,5.676439706778339,1.9337362205374977,0.30943460181760685,0.8919977923446291
COOK:7504007,COOK,Evanston,208.0,19.048594795615827,31.740211866703827,21.3952206023432,9.577541549236988,5.553742591674313,10.131761663432751,1.4877016612737683,12.01923076923077,50.96153846153846,23.076923076923077,2.403846153846154,0.9615384615384616,10.576923076923077,0.0,7.029364026385057,-19.221326594834633,-1.6817024745798754,7.173695395390834,4.592204130135851,-0.44516141349032523,1.4877016612737683
COOK:7505001,COOK,Evanston,334.0,18.374694623288494,30.69940847616481,23.83094202020832,10.155255543670515,5.7144739259110935,8.535229875325246,1.6247702657121823,14.37125748502994,42.21556886227545,23.353293413173652,12.874251497005988,3.293413173652695,3.8922155688622757,0.0,4.003437138258555,-11.516160386110638,0.4776486070346664,-2.7189959533354724,2.4210607522583985,4.6430143064629705,1.6247702657121823
COOK:7505002,COOK,Evanston,431.0,18.20646003123625,30.43923984011456,24.421274805016065,10.27310562150307,5.772305984982353,8.164240025414866,1.6581484220134963,12.296983758700696,37.81902552204176,32.94663573085847,6.960556844547564,3.248259860788863,6.2645011600928076,0.46403712296983757,5.909476272535555,-7.379785681927203,-8.525360925842403,3.3125487769555066,2.52404612419349,1.8997388653220586,1.1941112990436586
COOK:7505003,COOK,Evanston,348.0,18.57251089668522,31.00562145885756,23.11463302652883,9.988182355099404,5.666687851410925,9.002881902534973,1.584257239163768,10.919540229885058,43.67816091954023,27.298850574712645,10.057471264367816,3.1609195402298855,4.597701149425287,0.28735632183908044,7.652970666800162,-12.672539460682671,-4.184217548183817,-0.06928890926841191,2.50576831118104,4.405180753109686,1.2969009173246875
COOK:7506001,COOK,Evanston,680.0,19.457535880903567,32.04423829006514,21.10376421726598,9.547969352054729,5.343713841953557,9.96666887343601,1.4708842746016972,18.970588235294116,39.411764705882355,19.11764705882353,5.4411764705882355,1.3235294117647058,15.735294117647058,0.0,0.48694764560945103,-7.367526415817217,1.9861171584424504,4.106792881466493,4.020184430188851,-5.768625244211048,1.4708842746016972
COOK:7506002,COOK,Evanston,410.0,19.0520488782166,31.747663506942988,21.39336250688577,9.579130287701345,5.543107745535593,10.130934243212293,1.48852756178609,16.82926829268293,43.170731707317074,13.170731707317074,7.560975609756097,0.975609756097561,18.048780487804876,0.24390243902439024,2.2227805855336698,-11.423068200374086,8.222630799568694,2.0181546779452475,4.567497989438032,-7.9178462445925835,1.2446251227616998
